xx,fn_id,host_submit_map,init_fn_map,post_download_map,pre_upload_map,end_fn_map,yy,host_submit_reduce,init_fn_reduce,post_download_reduce,pre_upload_reduce,end_fn_reduce,finished
30,30,1714053645105,1714053653930,1714053663632,1714053666252,1714053720808,30,1714053728770,1714053737860,1714053756649,1714053768002,1714053777762,1714053801837
31,31,1714053645105,1714053654077,1714053663066,1714053665429,1714053710468,31,1714053728770,1714053737243,1714053754302,1714053762682,1714053771363,1714053801837
32,32,1714053645105,1714053651577,1714053662132,1714053664258,1714053703464,32,1714053728770,1714053736850,1714053753769,1714053761011,1714053767644,1714053801837
33,33,1714053645105,1714053654816,1714053664751,1714053667363,1714053713378,33,1714053728770,1714053737726,1714053756337,1714053765528,1714053773924,1714053801837
34,34,1714053645105,1714053651490,1714053662315,1714053664542,1714053702896,34,1714053728770,1714053737336,1714053755546,1714053766663,1714053774526,1714053801837
35,35,1714053645105,1714053651970,1714053660895,1714053662831,1714053697027,35,1714053728770,1714053737166,1714053754191,1714053762034,1714053772227,1714053801837
36,36,1714053645105,1714053652153,1714053661955,1714053664124,1714053704362,36,1714053728770,1714053737975,1714053757242,1714053769151,1714053776666,1714053801837
37,37,1714053645105,1714053653766,1714053664331,1714053666806,1714053713362,37,1714053728770,1714053736956,1714053753987,1714053762512,1714053770034,1714053801837
38,38,1714053645105,1714053651496,1714053660146,1714053661834,1714053693035,38,1714053728770,1714053738729,1714053759646,1714053774288,1714053783355,1714053801837
39,39,1714053645105,1714053650022,1714053659655,1714053661225,1714053687434,39,1714053728770,1714053739351,1714053759429,1714053767628,1714053776810,1714053801837
40,40,1714053645105,1714053651110,1714053661055,1714053662832,1714053698995,40,1714053728770,1714053739179,1714053759243,1714053769976,1714053780495,1714053801837
41,41,1714053645105,1714053652432,1714053662040,1714053664039,1714053701176,41,1714053728770,1714053738138,1714053755583,1714053763703,1714053773290,1714053801837
42,42,1714053645105,1714053655744,1714053665649,1714053668335,1714053721327,42,1714053728770,1714053738234,1714053757083,1714053770668,1714053780456,1714053801837
43,43,1714053645105,1714053656754,1714053665490,1714053668544,1714053712951,43,1714053728770,1714053738557,1714053757812,1714053769596,1714053780401,1714053801837
44,44,1714053645105,1714053657098,1714053665726,1714053668193,1714053715072,44,1714053728770,1714053738442,1714053757553,1714053768118,1714053775396,1714053801837
45,45,1714053645105,1714053655853,1714053664937,1714053667358,1714053714150,45,1714053728770,1714053739028,1714053758603,1714053767712,1714053777015,1714053801837
46,46,1714053645105,1714053655567,1714053664298,1714053666754,1714053712468,46,1714053728770,1714053738868,1714053760810,1714053773010,1714053784284,1714053801837
47,47,1714053645105,1714053655439,1714053664320,1714053666846,1714053720536,47,1714053728770,1714053742056,1714053763362,1714053774361,1714053779672,1714053801837
48,48,1714053645105,1714053656100,1714053665411,1714053667959,1714053713675,48,1714053728770,1714053741776,1714053761457,1714053768930,1714053776372,1714053801837
49,49,1714053645105,1714053656018,1714053665347,1714053667776,1714053713121,49,1714053728770,1714053742747,1714053767872,1714053774013,1714053780596,1714053801837
50,50,1714053645105,1714053656393,1714053666472,1714053669151,1714053714403,50,1714053728770,1714053741225,1714053762589,1714053773653,1714053780285,1714053801837
51,51,1714053645105,1714053656503,1714053665566,1714053668584,1714053712834,51,1714053728770,1714053742053,1714053770963,1714053779546,1714053787204,1714053801837
52,52,1714053645105,1714053656655,1714053665404,1714053667893,1714053715132,52,1714053728770,1714053742354,1714053770862,1714053781260,1714053790465,1714053801837
53,53,1714053645105,1714053657847,1714053667507,1714053670310,1714053713066,53,1714053728770,1714053741504,1714053768610,1714053777035,1714053782892,1714053801837
54,54,1714053645105,1714053656978,1714053666552,1714053669060,1714053713589,54,1714053728770,1714053741436,1714053762255,1714053770475,1714053776426,1714053801837
55,55,1714053645105,1714053657239,1714053666143,1714053668716,1714053713176,55,1714053728770,1714053743103,1714053770131,1714053777758,1714053782992,1714053801837
56,56,1714053645105,1714053657685,1714053667180,1714053669731,1714053714927,56,1714053728770,1714053741220,1714053764069,1714053775735,1714053783644,1714053801837
57,57,1714053645105,1714053657916,1714053665112,1714053667316,1714053713138,57,1714053728770,1714053740951,1714053762111,1714053771223,1714053777010,1714053801837
58,58,1714053645105,1714053657025,1714053663760,1714053665975,1714053712695,58,1714053728770,1714053741773,1714053763207,1714053773878,1714053779658,1714053801837
59,59,1714053645105,1714053657349,1714053667145,1714053669982,1714053720735,59,1714053728770,1714053742541,1714053771324,1714053781270,1714053786817,1714053801837
60,60,1714053645105,1714053657649,1714053667182,1714053669915,1714053721251,60,1714053728770,1714053739904,1714053758643,1714053765255,1714053770955,1714053801837
61,61,1714053645105,1714053661716,1714053671932,1714053674750,1714053713091,61,1714053728770,1714053740893,1714053760417,1714053768516,1714053777923,1714053801837
62,62,1714053645105,1714053664226,1714053673669,1714053676474,1714053713735,62,1714053728770,1714053743119,1714053771422,1714053779422,1714053784281,1714053801837
63,63,1714053645105,1714053658378,1714053668767,1714053671518,1714053720543,63,1714053728770,1714053739668,1714053759604,1714053768930,1714053775869,1714053801837
64,64,1714053645105,1714053664015,1714053673316,1714053676136,1714053713331,64,1714053728770,1714053740419,1714053762389,1714053775568,1714053781198,1714053801837
65,65,1714053645105,1714053660431,1714053670079,1714053672611,1714053713880,65,1714053728770,1714053740670,1714053761934,1714053771439,1714053779224,1714053801837
66,66,1714053645105,1714053659031,1714053668996,1714053672083,1714053714926,66,1714053728770,1714053740416,1714053759686,1714053767590,1714053774068,1714053801837
67,67,1714053645105,1714053662989,1714053671602,1714053674409,1714053713872,67,1714053728770,1714053742737,1714053769515,1714053777625,1714053784060,1714053801837
68,68,1714053645105,1714053664242,1714053673856,1714053676776,1714053714986,68,1714053728770,1714053743461,1714053772177,1714053781205,1714053786926,1714053801837
69,69,1714053645105,1714053660813,1714053669331,1714053672015,1714053720788,69,1714053728770,1714053740280,1714053760747,1714053771093,1714053780286,1714053801837
70,70,1714053645105,1714053663783,1714053673107,1714053676062,1714053713110,70,1714053728770,1714053739797,1714053761746,1714053775012,1714053783776,1714053801837
71,71,1714053645105,1714053658537,1714053667727,1714053670551,1714053714082,71,1714053728770,1714053742537,1714053771213,1714053780737,1714053786011,1714053801837
72,72,1714053645105,1714053658215,1714053667096,1714053669849,1714053713456,72,1714053728770,1714053739501,1714053759294,1714053768791,1714053778759,1714053801837
73,73,1714053645105,1714053662722,1714053672281,1714053675358,1714053713914,73,1714053728770,1714053740285,1714053760451,1714053769315,1714053776205,1714053801837
74,74,1714053645105,1714053661191,1714053670780,1714053673399,1714053717817,74,1714053728770,1714053744946,1714053772914,1714053782415,1714053789235,1714053801837
75,75,1714053645105,1714053662007,1714053670276,1714053673231,1714053717927,75,1714053728770,1714053744911,1714053773091,1714053783567,1714053790016,1714053801837
76,76,1714053645105,1714053660187,1714053668774,1714053671456,1714053713388,76,1714053728770,1714053745249,1714053773174,1714053782483,1714053788340,1714053801837
77,77,1714053645105,1714053659873,1714053669970,1714053672853,1714053713299,77,1714053728770,1714053744122,1714053771919,1714053781663,1714053787587,1714053801837
78,78,1714053645105,1714053659912,1714053669107,1714053672382,1714053713517,78,1714053728770,1714053745120,1714053773077,1714053782507,1714053789314,1714053801837
79,79,1714053645105,1714053659478,1714053667567,1714053670458,1714053713909,79,1714053728770,1714053745397,1714053772941,1714053780584,1714053787967,1714053801837
80,80,1714053645105,1714053661403,1714053670996,1714053673929,1714053714433,80,1714053728770,1714053745120,1714053772636,1714053779936,1714053787280,1714053801837
81,81,1714053645105,1714053658722,1714053666664,1714053669170,1714053713099,81,1714053728770,1714053743642,1714053772918,1714053782315,1714053789314,1714053801837
82,82,1714053645105,1714053658907,1714053667911,1714053671249,1714053713646,82,1714053728770,1714053744293,1714053772552,1714053781229,1714053786364,1714053801837
83,83,1714053645105,1714053662288,1714053672217,1714053675373,1714053713880,83,1714053728770,1714053743835,1714053774442,1714053783590,1714053794105,1714053801837
84,84,1714053645105,1714053662799,1714053672095,1714053675382,1714053713358,84,1714053728770,1714053744480,1714053774202,1714053779954,1714053786123,1714053801837
85,85,1714053645105,1714053660587,1714053669449,1714053672103,1714053716377,85,1714053728770,1714053743473,1714053770332,1714053777016,1714053782222,1714053801837
86,86,1714053645105,1714053661557,1714053670559,1714053673885,1714053713047,86,1714053728770,1714053743999,1714053768157,1714053778325,1714053783711,1714053801837
87,87,1714053645105,1714053659187,1714053669113,1714053671890,1714053721268,87,1714053728770,1714053746299,1714053772857,1714053779437,1714053786011,1714053801837
88,88,1714053645105,1714053660977,1714053669506,1714053672570,1714053715640,88,1714053728770,1714053745724,1714053773700,1714053782930,1714053789177,1714053801837
89,89,1714053645105,1714053663736,1714053674117,1714053677101,1714053715449,89,1714053728770,1714053746865,1714053773992,1714053783295,1714053789555,1714053801837
90,90,1714053645105,1714053661566,1714053670952,1714053673899,1714053713059,90,1714053728770,1714053746711,1714053774654,1714053783188,1714053791575,1714053801837
91,91,1714053645105,1714053663328,1714053671870,1714053674704,1714053713730,91,1714053728770,1714053746548,1714053774193,1714053783673,1714053792235,1714053801837
92,92,1714053645105,1714053659525,1714053668738,1714053671550,1714053713324,92,1714053728770,1714053745564,1714053772714,1714053780241,1714053787781,1714053801837
93,93,1714053645105,1714053663732,1714053674092,1714053676998,1714053713689,93,1714053728770,1714053745873,1714053772876,1714053780667,1714053785860,1714053801837
94,94,1714053645105,1714053658113,1714053668501,1714053671224,1714053715136,94,1714053728770,1714053746040,1714053773652,1714053780957,1714053786076,1714053801837
95,95,1714053645105,1714053663349,1714053672021,1714053675080,1714053716446,95,1714053728770,1714053747047,1714053774560,1714053781535,1714053786161,1714053801837
96,96,1714053645105,1714053651532,1714053661260,1714053662880,1714053689063,96,1714053728770,1714053736697,1714053751425,1714053759494,1714053766311,1714053801837
97,97,1714053645105,1714053650788,1714053660570,1714053662037,1714053681297,97,1714053728770,1714053736081,1714053750105,1714053760235,1714053768180,1714053801837
98,98,1714053645105,1714053652223,1714053661882,1714053663684,1714053694853,98,1714053728770,1714053734160,1714053747441,1714053755200,1714053761523,1714053801837
99,99,1714053645105,1714053653224,1714053663706,1714053665938,1714053703128,99,1714053728770,1714053734528,1714053748068,1714053759462,1714053768456,1714053801837
100,100,1714053645105,1714053652602,1714053661771,1714053663530,1714053694796,100,1714053728770,1714053735970,1714053749352,1714053756445,1714053768993,1714053801837
101,101,1714053645105,1714053653418,1714053662820,1714053664798,1714053699934,101,1714053728770,1714053736421,1714053750377,1714053759459,1714053768643,1714053801837
102,102,1714053645105,1714053652023,1714053662376,1714053664231,1714053699380,102,1714053728770,1714053735969,1714053749769,1714053757779,1714053765321,1714053801837
103,103,1714053645105,1714053651404,1714053661388,1714053663126,1714053692282,103,1714053728770,1714053736505,1714053751314,1714053761757,1714053770299,1714053801837
104,104,1714053645105,1714053652209,1714053662251,1714053664187,1714053698344,104,1714053728770,1714053734267,1714053747892,1714053759419,1714053770496,1714053801837
105,105,1714053645105,1714053652022,1714053661641,1714053663514,1714053696779,105,1714053728770,1714053736620,1714053751590,1714053762939,1714053774849,1714053801837
106,106,1714053645105,1714053650895,1714053662348,1714053664194,1714053698402,106,1714053728770,1714053733960,1714053747147,1714053755004,1714053761695,1714053801837
107,107,1714053645105,1714053653859,1714053662684,1714053664695,1714053698040,107,1714053728770,1714053739126,1714053756736,1714053765541,1714053772431,1714053801837
108,108,1714053645105,1714053650795,1714053659771,1714053661109,1714053672261,108,1714053728770,1714053733771,1714053747131,1714053755331,1714053767429,1714053801837
109,109,1714053645105,1714053653677,1714053663492,1714053665810,1714053703134,109,1714053728770,1714053736889,1714053752897,1714053761801,1714053770057,1714053801837
110,110,1714053645105,1714053650436,1714053659277,1714053660532,1714053668748,110,1714053728770,1714053734615,1714053747954,1714053757898,1714053765338,1714053801837
111,111,1714053645105,1714053653682,1714053662491,1714053664605,1714053699744,111,1714053728770,1714053736221,1714053750974,1714053761548,1714053769590,1714053801837
112,112,1714053645105,1714053650436,1714053659969,1714053661256,1714053672413,112,1714053728770,1714053734839,1714053748622,1714053758960,1714053767272,1714053801837
113,113,1714053645105,1714053652878,1714053663386,1714053665835,1714053703044,113,1714053728770,1714053737717,1714053753461,1714053762425,1714053770281,1714053801837
114,114,1714053645105,1714053651110,1714053659594,1714053660867,1714053669985,114,1714053728770,1714053733683,1714053747027,1714053756528,1714053763587,1714053801837
115,115,1714053645105,1714053653105,1714053663444,1714053665798,1714053702964,115,1714053728770,1714053738981,1714053756802,1714053770078,1714053777918,1714053801837
116,116,1714053645105,1714053650493,1714053660558,1714053662035,1714053681186,116,1714053728770,1714053734030,1714053747256,1714053756109,1714053763963,1714053801837
117,117,1714053645105,1714053653899,1714053663504,1714053665922,1714053704162,117,1714053728770,1714053737822,1714053753822,1714053763030,1714053771322,1714053801837
118,118,1714053645105,1714053652954,1714053661642,1714053663365,1714053695516,118,1714053728770,1714053733581,1714053746625,1714053754157,1714053761293,1714053801837
119,119,1714053645105,1714053652894,1714053663508,1714053665724,1714053703878,119,1714053728770,1714053736993,1714053753476,1714053764140,1714053771868,1714053801837
120,120,1714053645105,1714053654607,1714053663480,1714053665716,1714053703887,120,1714053728770,1714053738611,1714053756124,1714053765243,1714053776777,1714053801837
121,121,1714053645105,1714053655055,1714053665056,1714053667359,1714053727270,121,1714053728770,1714053738446,1714053755002,1714053764770,1714053772058,1714053801837
122,122,1714053645105,1714053653999,1714053662843,1714053664795,1714053700044,122,1714053728770,1714053738247,1714053757225,1714053772840,1714053781439,1714053801837
123,123,1714053645105,1714053654502,1714053663904,1714053666065,1714053706970,123,1714053728770,1714053737531,1714053753143,1714053761545,1714053769673,1714053801837
124,124,1714053645105,1714053654198,1714053663864,1714053666230,1714053704378,124,1714053728770,1714053738392,1714053755023,1714053765582,1714053774038,1714053801837
125,125,1714053645105,1714053654928,1714053663570,1714053666079,1714053705461,125,1714053728770,1714053737319,1714053752071,1714053761021,1714053767882,1714053801837
126,126,1714053645105,1714053654714,1714053664411,1714053666980,1714053707206,126,1714053728770,1714053737191,1714053751776,1714053758580,1714053764532,1714053801837
127,127,1714053645105,1714053654445,1714053663297,1714053665444,1714053703588,127,1714053728770,1714053738034,1714053753773,1714053761655,1714053769650,1714053801837
128,128,1714053645105,1714053655638,1714053664685,1714053666943,1714053705261,128,1714053728770,1714053737568,1714053753559,1714053761630,1714053769020,1714053801837
129,129,1714053645105,1714053656347,1714053666176,1714053668422,1714053713976,129,1714053728770,1714053738909,1714053756657,1714053765314,1714053772472,1714053801837
130,130,1714053645105,1714053655165,1714053665757,1714053667846,1714053714593,130,1714053728770,1714053738275,1714053755154,1714053764081,1714053771099,1714053801837
131,131,1714053645105,1714053655980,1714053665795,1714053668294,1714053720912,131,1714053728770,1714053740392,1714053758551,1714053765805,1714053771723,1714053801837
132,132,1714053645105,1714053655524,1714053666361,1714053668820,1714053715668,132,1714053728770,1714053739352,1714053758224,1714053770415,1714053777632,1714053801837
133,133,1714053645105,1714053655732,1714053665422,1714053667992,1714053713909,133,1714053728770,1714053739356,1714053757517,1714053768652,1714053777184,1714053801837
134,134,1714053645105,1714053656035,1714053664602,1714053666927,1714053710248,134,1714053728770,1714053739775,1714053760615,1714053773758,1714053785122,1714053801837
135,135,1714053645105,1714053655373,1714053665635,1714053667834,1714053721599,135,1714053728770,1714053740246,1714053759655,1714053771151,1714053778589,1714053801837
136,136,1714053645105,1714053657327,1714053666891,1714053669582,1714053723435,136,1714053728770,1714053740063,1714053759870,1714053771197,1714053778404,1714053801837
137,137,1714053645105,1714053656303,1714053664801,1714053667042,1714053708510,137,1714053728770,1714053739786,1714053759851,1714053773145,1714053781488,1714053801837
138,138,1714053645105,1714053657683,1714053668891,1714053671664,1714053716397,138,1714053728770,1714053739946,1714053759943,1714053770978,1714053778524,1714053801837
139,139,1714053645105,1714053657237,1714053668205,1714053671413,1714053714010,139,1714053728770,1714053739772,1714053759025,1714053768389,1714053778099,1714053801837
140,140,1714053645105,1714053656958,1714053666418,1714053669592,1714053724869,140,1714053728770,1714053740608,1714053759746,1714053768132,1714053774731,1714053801837
141,141,1714053645105,1714053656590,1714053665721,1714053668054,1714053714756,141,1714053728770,1714053740494,1714053760385,1714053771438,1714053781943,1714053801837
142,142,1714053645105,1714053656968,1714053668587,1714053671196,1714053722646,142,1714053728770,1714053740731,1714053759505,1714053768598,1714053775405,1714053801837
143,143,1714053645105,1714053656586,1714053665742,1714053668376,1714053721378,143,1714053728770,1714053741337,1714053763139,1714053775809,1714053785369,1714053801837
144,144,1714053645105,1714053657063,1714053667974,1714053670525,1714053713953,144,1714053728770,1714053741449,1714053761074,1714053770385,1714053777785,1714053801837
145,145,1714053645105,1714053658662,1714053668436,1714053670995,1714053721110,145,1714053728770,1714053740890,1714053762011,1714053774062,1714053780598,1714053801837
146,146,1714053645105,1714053658022,1714053667851,1714053670614,1714053721045,146,1714053728770,1714053741096,1714053759864,1714053770366,1714053779070,1714053801837
147,147,1714053645105,1714053657700,1714053667836,1714053670689,1714053714772,147,1714053728770,1714053741200,1714053759206,1714053765868,1714053771318,1714053801837
148,148,1714053645105,1714053658554,1714053667438,1714053669802,1714053715149,148,1714053728770,1714053741619,1714053761722,1714053770250,1714053776361,1714053801837
149,149,1714053645105,1714053658828,1714053668816,1714053671679,1714053716220,149,1714053728770,1714053742592,1714053770039,1714053779810,1714053792865,1714053801837
150,150,1714053645105,1714053658208,1714053667570,1714053670064,1714053714095,150,1714053728770,1714053741973,1714053763781,1714053772784,1714053781180,1714053801837
151,151,1714053645105,1714053658207,1714053667508,1714053670037,1714053715723,151,1714053728770,1714053742461,1714053764484,1714053775942,1714053784532,1714053801837
152,152,1714053645105,1714053658358,1714053667343,1714053669814,1714053713691,152,1714053728770,1714053742785,1714053767487,1714053779505,1714053789804,1714053801837
153,153,1714053645105,1714053657899,1714053668601,1714053670947,1714053714371,153,1714053728770,1714053741791,1714053763593,1714053775343,1714053781994,1714053801837
154,154,1714053645105,1714053659074,1714053668392,1714053671240,1714053714299,154,1714053728770,1714053742291,1714053765728,1714053780048,1714053791721,1714053801837
155,155,1714053645105,1714053659746,1714053668517,1714053671032,1714053716222,155,1714053728770,1714053741647,1714053766868,1714053777319,1714053782391,1714053801837
156,156,1714053645105,1714053659158,1714053669280,1714053671956,1714053714389,156,1714053728770,1714053742927,1714053764543,1714053774500,1714053780873,1714053801837
157,157,1714053645105,1714053659294,1714053669506,1714053672806,1714053714344,157,1714053728770,1714053742230,1714053762316,1714053770547,1714053776706,1714053801837
158,158,1714053645105,1714053659408,1714053668174,1714053670755,1714053714644,158,1714053728770,1714053743136,1714053763142,1714053774004,1714053780686,1714053801837
159,159,1714053645105,1714053659934,1714053668746,1714053671393,1714053722618,159,1714053728770,1714053743579,1714053769783,1714053777945,1714053785179,1714053801837
160,160,1714053645105,1714053659613,1714053670383,1714053673215,1714053719278,160,1714053728770,1714053743124,1714053765355,1714053774296,1714053780106,1714053801837
161,161,1714053645105,1714053660186,1714053669514,1714053672183,1714053714120,161,1714053728770,1714053743733,1714053770310,1714053776509,1714053781104,1714053801837
162,162,1714053645105,1714053658886,1714053667506,1714053670278,1714053714104,162,1714053728770,1714053744217,1714053770860,1714053778001,1714053782478,1714053801837
163,163,1714053645105,1714053661798,1714053670552,1714053673624,1714053722123,163,1714053728770,1714053744132,1714053771348,1714053778513,1714053785726,1714053801837
164,164,1714053645105,1714053662153,1714053671558,1714053674221,1714053717221,164,1714053728770,1714053743833,1714053770086,1714053776116,1714053780456,1714053801837
165,165,1714053645105,1714053662291,1714053671152,1714053673441,1714053714158,165,1714053728770,1714053744317,1714053772998,1714053783124,1714053789367,1714053801837
166,166,1714053645105,1714053662348,1714053673223,1714053676212,1714053714217,166,1714053728770,1714053743440,1714053766058,1714053776418,1714053781829,1714053801837
167,167,1714053645105,1714053661362,1714053671096,1714053673692,1714053715310,167,1714053728770,1714053743297,1714053765771,1714053774430,1714053782061,1714053801837
168,168,1714053645105,1714053660865,1714053670074,1714053672992,1714053716208,168,1714053728770,1714053745177,1714053771506,1714053781097,1714053787626,1714053801837
169,169,1714053645105,1714053661989,1714053671661,1714053674597,1714053717756,169,1714053728770,1714053744863,1714053772874,1714053782784,1714053789325,1714053801837
170,170,1714053645105,1714053660423,1714053670180,1714053672792,1714053715903,170,1714053728770,1714053745771,1714053772456,1714053779930,1714053784503,1714053801837
171,171,1714053645105,1714053662565,1714053672655,1714053675822,1714053718798,171,1714053728770,1714053745350,1714053771252,1714053780851,1714053785964,1714053801837
172,172,1714053645105,1714053661670,1714053671788,1714053674806,1714053717517,172,1714053728770,1714053745092,1714053772403,1714053778867,1714053785403,1714053801837
173,173,1714053645105,1714053661217,1714053670983,1714053673418,1714053718501,173,1714053728770,1714053745494,1714053771006,1714053779352,1714053787097,1714053801837
174,174,1714053645105,1714053661028,1714053671463,1714053674404,1714053721701,174,1714053728770,1714053744538,1714053774606,1714053784867,1714053791968,1714053801837
175,175,1714053645105,1714053660550,1714053669711,1714053672422,1714053723180,175,1714053728770,1714053745617,1714053772087,1714053779638,1714053784707,1714053801837
176,176,1714053645105,1714053662794,1714053672219,1714053675050,1714053717535,176,1714053728770,1714053745990,1714053772904,1714053783264,1714053795172,1714053801837
177,177,1714053645105,1714053663395,1714053673706,1714053676268,1714053721121,177,1714053728770,1714053744613,1714053773946,1714053780944,1714053785587,1714053801837
178,178,1714053645105,1714053663028,1714053672527,1714053675647,1714053715979,178,1714053728770,1714053745866,1714053771908,1714053778318,1714053784371,1714053801837
179,179,1714053645105,1714053663791,1714053673034,1714053676295,1714053721460,179,1714053728770,1714053746890,1714053771946,1714053780306,1714053785968,1714053801837
180,180,1714053645105,1714053664489,1714053673293,1714053676258,1714053716263,180,1714053728770,1714053746560,1714053773100,1714053782432,1714053789482,1714053801837
181,181,1714053645105,1714053663814,1714053672781,1714053675660,1714053722118,181,1714053728770,1714053747225,1714053773321,1714053780875,1714053788727,1714053801837
182,182,1714053645105,1714053664700,1714053673723,1714053676720,1714053713953,182,1714053728770,1714053747037,1714053773443,1714053780274,1714053787172,1714053801837
183,183,1714053645105,1714053664896,1714053674224,1714053677075,1714053713963,183,1714053728770,1714053747650,1714053774152,1714053782842,1714053787579,1714053801837
184,184,1714053645105,1714053664016,1714053674688,1714053678037,1714053714396,184,1714053728770,1714053746748,1714053775157,1714053782372,1714053787180,1714053801837
185,185,1714053645105,1714053663793,1714053673793,1714053676769,1714053715241,185,1714053728770,1714053746352,1714053772941,1714053782312,1714053788260,1714053801837
186,186,1714053645105,1714053664201,1714053673482,1714053676597,1714053715190,186,1714053728770,1714053748024,1714053772937,1714053779267,1714053783375,1714053801837
187,187,1714053645105,1714053665145,1714053675793,1714053678429,1714053714072,187,1714053728770,1714053748519,1714053773594,1714053782713,1714053788251,1714053801837
188,188,1714053645105,1714053665377,1714053675134,1714053678050,1714053714025,188,1714053728770,1714053747392,1714053771008,1714053778008,1714053785115,1714053801837
189,189,1714053645105,1714053664880,1714053674323,1714053677232,1714053714687,189,1714053728770,1714053746142,1714053772697,1714053780049,1714053785693,1714053801837
190,190,1714053645105,1714053665048,1714053675187,1714053678210,1714053714339,190,1714053728770,1714053748296,1714053775485,1714053786151,1714053797932,1714053801837
