xx,fn_id,host_submit_map,init_fn_map,post_download_map,pre_upload_map,end_fn_map,yy,host_submit_reduce,init_fn_reduce,post_download_reduce,pre_upload_reduce,end_fn_reduce,finished
109,109,1714053744806,1714053750986,1714053761358,1714053763225,1714053793378,109,1714053823582,1714053830157,1714053843992,1714053852557,1714053860972,1714053895520
110,110,1714053744806,1714053751299,1714053761022,1714053762828,1714053788969,110,1714053823582,1714053830457,1714053844854,1714053855559,1714053867133,1714053895520
111,111,1714053744806,1714053750248,1714053759999,1714053761539,1714053780751,111,1714053823582,1714053832264,1714053848710,1714053860030,1714053870452,1714053895520
112,112,1714053744806,1714053754064,1714053763266,1714053765406,1714053801683,112,1714053823582,1714053828275,1714053841686,1714053851477,1714053859614,1714053895520
113,113,1714053744806,1714053749512,1714053759741,1714053761080,1714053775222,113,1714053823582,1714053829770,1714053843459,1714053851878,1714053858688,1714053895520
114,114,1714053744806,1714053754907,1714053763895,1714053766108,1714053803300,114,1714053823582,1714053828432,1714053841578,1714053851301,1714053858484,1714053895520
115,115,1714053744806,1714053750271,1714053761195,1714053762944,1714053793177,115,1714053823582,1714053831483,1714053847106,1714053859548,1714053870885,1714053895520
116,116,1714053744806,1714053753975,1714053764432,1714053766693,1714053803902,116,1714053823582,1714053828251,1714053841348,1714053849614,1714053857411,1714053895520
117,117,1714053744806,1714053750220,1714053759943,1714053761411,1714053777596,117,1714053823582,1714053832385,1714053848582,1714053857807,1714053868486,1714053895520
118,118,1714053744806,1714053754205,1714053762962,1714053764894,1714053799026,118,1714053823582,1714053828490,1714053841776,1714053849843,1714053858875,1714053895520
119,119,1714053744806,1714053749845,1714053760255,1714053761792,1714053783968,119,1714053823582,1714053831803,1714053848014,1714053858697,1714053866923,1714053895520
120,120,1714053744806,1714053753648,1714053763171,1714053765137,1714053800283,120,1714053823582,1714053828722,1714053842146,1714053850483,1714053858186,1714053895520
121,121,1714053744806,1714053750489,1714053760938,1714053762668,1714053787815,121,1714053823582,1714053831801,1714053847266,1714053856267,1714053867965,1714053895520
122,122,1714053744806,1714053753331,1714053763093,1714053765048,1714053800214,122,1714053823582,1714053827880,1714053841748,1714053855091,1714053870706,1714053895520
123,123,1714053744806,1714053749286,1714053758551,1714053759920,1714053768235,123,1714053823582,1714053832043,1714053847479,1714053857778,1714053868092,1714053895520
124,124,1714053744806,1714053754737,1714053765061,1714053767402,1714053805631,124,1714053823582,1714053832838,1714053849937,1714053859259,1714053870617,1714053895520
125,125,1714053744806,1714053749613,1714053760420,1714053762030,1714053785265,125,1714053823582,1714053831391,1714053845879,1714053854699,1714053865609,1714053895520
126,126,1714053744806,1714053753583,1714053764329,1714053766977,1714053805210,126,1714053823582,1714053833624,1714053850270,1714053857568,1714053867497,1714053895520
127,127,1714053744806,1714053755287,1714053764705,1714053766973,1714053804392,127,1714053823582,1714053833338,1714053849543,1714053857937,1714053868052,1714053895520
128,128,1714053744806,1714053754705,1714053764935,1714053767320,1714053805501,128,1714053823582,1714053833686,1714053850870,1714053860606,1714053869767,1714053895520
129,129,1714053744806,1714053755149,1714053764764,1714053766930,1714053804103,129,1714053823582,1714053833123,1714053858730,1714053870433,1714053876312,1714053895520
130,130,1714053744806,1714053755525,1714053767245,1714053769749,1714053811857,130,1714053823582,1714053833859,1714053851742,1714053861284,1714053870216,1714053895520
131,131,1714053744806,1714053754923,1714053765009,1714053767217,1714053806576,131,1714053823582,1714053833992,1714053851279,1714053858916,1714053866341,1714053895520
132,132,1714053744806,1714053755441,1714053765155,1714053767601,1714053804944,132,1714053823582,1714053833429,1714053852162,1714053863338,1714053871719,1714053895520
133,133,1714053744806,1714053756027,1714053766693,1714053769072,1714053811377,133,1714053823582,1714053832955,1714053850638,1714053862282,1714053872952,1714053895520
134,134,1714053744806,1714053756728,1714053765475,1714053767697,1714053805879,134,1714053823582,1714053834952,1714053855866,1714053868643,1714053875427,1714053895520
135,135,1714053744806,1714053756502,1714053766031,1714053768138,1714053805404,135,1714053823582,1714053834516,1714053854056,1714053864979,1714053872016,1714053895520
136,136,1714053744806,1714053757252,1714053767457,1714053769905,1714053811499,136,1714053823582,1714053835292,1714053855176,1714053866422,1714053876860,1714053895520
137,137,1714053744806,1714053757097,1714053765991,1714053768304,1714053806607,137,1714053823582,1714053834271,1714053854001,1714053868405,1714053875483,1714053895520
138,138,1714053744806,1714053756423,1714053766234,1714053768498,1714053810837,138,1714053823582,1714053834710,1714053854427,1714053865607,1714053873013,1714053895520
139,139,1714053744806,1714053756845,1714053767537,1714053770319,1714053811455,139,1714053823582,1714053835401,1714053854660,1714053864025,1714053872264,1714053895520
140,140,1714053744806,1714053755907,1714053764664,1714053767361,1714053804557,140,1714053823582,1714053834121,1714053851811,1714053860376,1714053869413,1714053895520
141,141,1714053744806,1714053756312,1714053765681,1714053768016,1714053810958,141,1714053823582,1714053835104,1714053854562,1714053867930,1714053877597,1714053895520
142,142,1714053744806,1714053756262,1714053766371,1714053768960,1714053811134,142,1714053823582,1714053835104,1714053853858,1714053862751,1714053872632,1714053895520
143,143,1714053744806,1714053757465,1714053767290,1714053770039,1714053811539,143,1714053823582,1714053836430,1714053858982,1714053871190,1714053881346,1714053895520
144,144,1714053744806,1714053758255,1714053767616,1714053769993,1714053811698,144,1714053823582,1714053837008,1714053859144,1714053868005,1714053877105,1714053895520
145,145,1714053744806,1714053757476,1714053772658,1714053775394,1714053812256,145,1714053823582,1714053835985,1714053857445,1714053868649,1714053875368,1714053895520
146,146,1714053744806,1714053757952,1714053767935,1714053770346,1714053811563,146,1714053823582,1714053835686,1714053855381,1714053863032,1714053871241,1714053895520
147,147,1714053744806,1714053758020,1714053767219,1714053769706,1714053811695,147,1714053823582,1714053835692,1714053854399,1714053861299,1714053869622,1714053895520
148,148,1714053744806,1714053757252,1714053767853,1714053770321,1714053811317,148,1714053823582,1714053837209,1714053857458,1714053866682,1714053872482,1714053895520
149,149,1714053744806,1714053758130,1714053768738,1714053771764,1714053811878,149,1714053823582,1714053836033,1714053857492,1714053868171,1714053877864,1714053895520
150,150,1714053744806,1714053757641,1714053767629,1714053770686,1714053814046,150,1714053823582,1714053836883,1714053857885,1714053867205,1714053873384,1714053895520
151,151,1714053744806,1714053759261,1714053768871,1714053771781,1714053811609,151,1714053823582,1714053836750,1714053860126,1714053871893,1714053877880,1714053895520
152,152,1714053744806,1714053758460,1714053767567,1714053770368,1714053812017,152,1714053823582,1714053836243,1714053858329,1714053872655,1714053883477,1714053895520
153,153,1714053744806,1714053758746,1714053768633,1714053771290,1714053811566,153,1714053823582,1714053836605,1714053858362,1714053870244,1714053879657,1714053895520
154,154,1714053744806,1714053759585,1714053768289,1714053770838,1714053812601,154,1714053823582,1714053836180,1714053859570,1714053871869,1714053882647,1714053895520
155,155,1714053744806,1714053758860,1714053767702,1714053770094,1714053810796,155,1714053823582,1714053839862,1714053867270,1714053876256,1714053884657,1714053895520
156,156,1714053744806,1714053759767,1714053769952,1714053772721,1714053811753,156,1714053823582,1714053839346,1714053865049,1714053873298,1714053878743,1714053895520
157,157,1714053744806,1714053759051,1714053768657,1714053771845,1714053814198,157,1714053823582,1714053838232,1714053865241,1714053872915,1714053880394,1714053895520
158,158,1714053744806,1714053759340,1714053769160,1714053771816,1714053811689,158,1714053823582,1714053839003,1714053864776,1714053872052,1714053876239,1714053895520
159,159,1714053744806,1714053758558,1714053767038,1714053769821,1714053811364,159,1714053823582,1714053838339,1714053865703,1714053873455,1714053878951,1714053895520
160,160,1714053744806,1714053759378,1714053769587,1714053772437,1714053813124,160,1714053823582,1714053839464,1714053862909,1714053872165,1714053880200,1714053895520
161,161,1714053744806,1714053761233,1714053770867,1714053773573,1714053811697,161,1714053823582,1714053838848,1714053865289,1714053871203,1714053875071,1714053895520
162,162,1714053744806,1714053760570,1714053768813,1714053771578,1714053811760,162,1714053823582,1714053837554,1714053858352,1714053865851,1714053874243,1714053895520
163,163,1714053744806,1714053759993,1714053768896,1714053771958,1714053811702,163,1714053823582,1714053839576,1714053861949,1714053869526,1714053874512,1714053895520
164,164,1714053744806,1714053760570,1714053769003,1714053771512,1714053811764,164,1714053823582,1714053837971,1714053857299,1714053863550,1714053870673,1714053895520
165,165,1714053744806,1714053760186,1714053769190,1714053771950,1714053811768,165,1714053823582,1714053840084,1714053863981,1714053875421,1714053880461,1714053895520
166,166,1714053744806,1714053760770,1714053769897,1714053772394,1714053811684,166,1714053823582,1714053839332,1714053866937,1714053876549,1714053882009,1714053895520
167,167,1714053744806,1714053760583,1714053769354,1714053772530,1714053811694,167,1714053823582,1714053838064,1714053859477,1714053868394,1714053877673,1714053895520
168,168,1714053744806,1714053760997,1714053770047,1714053772714,1714053811631,168,1714053823582,1714053840686,1714053864083,1714053873813,1714053881324,1714053895520
169,169,1714053744806,1714053763425,1714053773364,1714053776314,1714053811778,169,1714053823582,1714053840409,1714053868772,1714053878182,1714053887525,1714053895520
170,170,1714053744806,1714053762191,1714053772612,1714053775442,1714053811798,170,1714053823582,1714053837728,1714053859128,1714053868267,1714053874339,1714053895520
171,171,1714053744806,1714053761858,1714053772522,1714053775660,1714053814034,171,1714053823582,1714053838068,1714053860629,1714053871760,1714053878802,1714053895520
172,172,1714053744806,1714053762405,1714053773266,1714053776095,1714053811873,172,1714053823582,1714053839861,1714053866878,1714053873393,1714053877704,1714053895520
173,173,1714053744806,1714053761396,1714053771498,1714053774074,1714053812103,173,1714053823582,1714053838508,1714053861470,1714053870301,1714053875842,1714053895520
174,174,1714053744806,1714053762637,1714053772795,1714053775692,1714053814802,174,1714053823582,1714053840288,1714053867673,1714053879009,1714053885480,1714053895520
175,175,1714053744806,1714053762889,1714053772962,1714053776073,1714053811663,175,1714053823582,1714053838638,1714053860047,1714053868317,1714053873812,1714053895520
176,176,1714053744806,1714053761665,1714053771820,1714053774607,1714053811711,176,1714053823582,1714053837348,1714053859997,1714053871674,1714053878866,1714053895520
177,177,1714053744806,1714053762257,1714053772243,1714053775065,1714053811773,177,1714053823582,1714053840923,1714053866444,1714053873702,1714053878614,1714053895520
178,178,1714053744806,1714053763051,1714053772966,1714053775901,1714053811821,178,1714053823582,1714053842775,1714053867916,1714053874194,1714053880511,1714053895520
179,179,1714053744806,1714053763169,1714053773567,1714053776557,1714053811799,179,1714053823582,1714053843187,1714053868086,1714053875905,1714053881455,1714053895520
180,180,1714053744806,1714053765310,1714053774921,1714053777666,1714053811907,180,1714053823582,1714053842275,1714053868327,1714053877258,1714053883743,1714053895520
181,181,1714053744806,1714053764876,1714053774143,1714053777271,1714053811737,181,1714053823582,1714053842301,1714053867796,1714053875661,1714053881317,1714053895520
182,182,1714053744806,1714053763407,1714053772949,1714053775911,1714053812136,182,1714053823582,1714053842106,1714053867998,1714053874896,1714053879227,1714053895520
183,183,1714053744806,1714053763620,1714053771922,1714053774646,1714053811813,183,1714053823582,1714053841492,1714053867715,1714053877133,1714053883173,1714053895520
184,184,1714053744806,1714053765355,1714053775621,1714053778519,1714053811898,184,1714053823582,1714053840756,1714053867043,1714053874953,1714053887685,1714053895520
185,185,1714053744806,1714053764623,1714053774917,1714053777765,1714053811973,185,1714053823582,1714053841133,1714053867486,1714053876880,1714053883039,1714053895520
186,186,1714053744806,1714053764283,1714053774153,1714053777108,1714053811760,186,1714053823582,1714053841676,1714053867034,1714053873389,1714053878633,1714053895520
187,187,1714053744806,1714053765609,1714053775231,1714053777923,1714053814020,187,1714053823582,1714053842570,1714053868678,1714053877789,1714053884166,1714053895520
188,188,1714053744806,1714053764286,1714053774244,1714053777298,1714053811798,188,1714053823582,1714053841224,1714053866544,1714053873103,1714053879410,1714053895520
189,189,1714053744806,1714053763731,1714053774034,1714053777159,1714053814286,189,1714053823582,1714053842704,1714053867992,1714053875167,1714053882587,1714053895520
190,190,1714053744806,1714053765100,1714053775700,1714053778553,1714053816401,190,1714053823582,1714053843054,1714053869302,1714053880436,1714053892090,1714053895520
