end_fn,init_fn,key,part_number,post_download,post_shuffle,pre_shuffle,pre_upload,fn_id,host_submit
1713779452133,1713779386686,terasort-100g.sorted,29,1713779392221,1713779429168,1713779397403,1713779442498,29,1713779386683
1713779438037,1713779386686,terasort-100g.sorted,30,1713779392429,1713779425454,1713779397622,1713779433430,30,1713779386683
1713779453763,1713779386686,terasort-100g.sorted,31,1713779396608,1713779434129,1713779399016,1713779447188,31,1713779386683
1713779442231,1713779386686,terasort-100g.sorted,32,1713779398230,1713779426242,1713779400533,1713779436637,32,1713779386683
1713779449312,1713779386687,terasort-100g.sorted,33,1713779394868,1713779429671,1713779398309,1713779440897,33,1713779386683
1713779459232,1713779386687,terasort-100g.sorted,34,1713779395509,1713779442943,1713779412252,1713779454646,34,1713779386683
1713779460533,1713779386686,terasort-100g.sorted,35,1713779397737,1713779443449,1713779408535,1713779455302,35,1713779386683
1713779451775,1713779386687,terasort-100g.sorted,36,1713779398526,1713779434550,1713779400963,1713779447074,36,1713779386683
1713779458886,1713779386687,terasort-100g.sorted,37,1713779398007,1713779445170,1713779402501,1713779454127,37,1713779386683
1713779438287,1713779386688,terasort-100g.sorted,38,1713779397278,1713779424912,1713779409593,1713779433166,38,1713779386683
1713779443106,1713779386688,terasort-100g.sorted,39,1713779392056,1713779424198,1713779398266,1713779437332,39,1713779386683
1713779444806,1713779386687,terasort-100g.sorted,40,1713779398774,1713779427551,1713779401298,1713779438894,40,1713779386683
1713779462538,1713779386687,terasort-100g.sorted,41,1713779392167,1713779442282,1713779397723,1713779453995,41,1713779386683
1713779452213,1713779386689,terasort-100g.sorted,42,1713779392075,1713779428910,1713779398084,1713779443432,42,1713779386683
1713779453014,1713779386688,terasort-100g.sorted,43,1713779395758,1713779433195,1713779412605,1713779447437,43,1713779386683
1713779451340,1713779386690,terasort-100g.sorted,44,1713779397809,1713779429592,1713779406592,1713779445699,44,1713779386683
1713779460343,1713779386688,terasort-100g.sorted,45,1713779394618,1713779443946,1713779398244,1713779455125,45,1713779386683
1713779431363,1713779386688,terasort-100g.sorted,46,1713779397961,1713779421830,1713779406552,1713779427655,46,1713779386683
1713779447771,1713779386687,terasort-100g.sorted,47,1713779397468,1713779430056,1713779408579,1713779439038,47,1713779386683
1713779450871,1713779386688,terasort-100g.sorted,48,1713779399103,1713779435668,1713779401321,1713779446190,48,1713779386683
1713779452077,1713779386688,terasort-100g.sorted,49,1713779392135,1713779433607,1713779397689,1713779444493,49,1713779386683
1713779450078,1713779386687,terasort-100g.sorted,50,1713779395613,1713779429996,1713779412610,1713779442498,50,1713779386683
1713779444453,1713779386689,terasort-100g.sorted,51,1713779399121,1713779427286,1713779401289,1713779438058,51,1713779386683
1713779453364,1713779386688,terasort-100g.sorted,52,1713779397298,1713779440294,1713779409569,1713779449191,52,1713779386683
1713779449637,1713779386688,terasort-100g.sorted,53,1713779395954,1713779431779,1713779412097,1713779442517,53,1713779386683
1713779446029,1713779386689,terasort-100g.sorted,54,1713779392120,1713779427755,1713779397647,1713779438545,54,1713779386683
1713779447315,1713779386690,terasort-100g.sorted,55,1713779391958,1713779429578,1713779398333,1713779441351,55,1713779386683
1713779449664,1713779386688,terasort-100g.sorted,56,1713779396594,1713779429711,1713779410353,1713779443432,56,1713779386683
1713779450130,1713779386689,terasort-100g.sorted,57,1713779396142,1713779430570,1713779411615,1713779443628,57,1713779386683
1713779453468,1713779386690,terasort-100g.sorted,58,1713779396112,1713779430972,1713779411689,1713779444865,58,1713779386683
1713779446053,1713779386689,terasort-100g.sorted,59,1713779397552,1713779429678,1713779408090,1713779440897,59,1713779386683
1713779448741,1713779386689,terasort-100g.sorted,60,1713779398509,1713779430132,1713779401285,1713779442498,60,1713779386683
1713779439151,1713779386689,terasort-100g.sorted,61,1713779392455,1713779426979,1713779397588,1713779435164,61,1713779386683
1713779440045,1713779386688,terasort-100g.sorted,62,1713779392092,1713779426005,1713779397835,1713779434929,62,1713779386683
1713779446778,1713779386690,terasort-100g.sorted,63,1713779392002,1713779428448,1713779398025,1713779439618,63,1713779386683
1713779436877,1713779386690,terasort-100g.sorted,64,1713779396825,1713779424900,1713779399121,1713779432414,64,1713779386683
1713779445192,1713779386694,terasort-100g.sorted,65,1713779392098,1713779431412,1713779397729,1713779440897,65,1713779386683
1713779443584,1713779386694,terasort-100g.sorted,66,1713779397482,1713779428309,1713779406887,1713779438104,66,1713779386683
1713779432157,1713779386692,terasort-100g.sorted,67,1713779394831,1713779421145,1713779398309,1713779426561,67,1713779386683
1713779442821,1713779386692,terasort-100g.sorted,68,1713779393433,1713779428975,1713779397676,1713779437887,68,1713779386683
1713779450705,1713779386695,terasort-100g.sorted,69,1713779397157,1713779430680,1713779409940,1713779442521,69,1713779386683
1713779446498,1713779386695,terasort-100g.sorted,70,1713779393645,1713779429713,1713779397677,1713779438641,70,1713779386683
1713779455800,1713779386695,terasort-100g.sorted,71,1713779392104,1713779439699,1713779397637,1713779450919,71,1713779386683
1713779453993,1713779386698,terasort-100g.sorted,72,1713779394458,1713779441837,1713779398311,1713779449973,72,1713779386683
1713779451709,1713779386695,terasort-100g.sorted,73,1713779391965,1713779432281,1713779398415,1713779445858,73,1713779386683
1713779444887,1713779386695,terasort-100g.sorted,74,1713779392187,1713779429119,1713779397612,1713779439319,74,1713779386683
1713779453041,1713779386696,terasort-100g.sorted,75,1713779397422,1713779439244,1713779409224,1713779448473,75,1713779386683
1713779441636,1713779386695,terasort-100g.sorted,76,1713779397095,1713779426002,1713779409951,1713779434889,76,1713779386683
1713779452530,1713779386695,terasort-100g.sorted,77,1713779396378,1713779429840,1713779411203,1713779442839,77,1713779386683
1713779432282,1713779386696,terasort-100g.sorted,78,1713779397224,1713779421589,1713779410031,1713779428514,78,1713779386683
1713779445168,1713779386695,terasort-100g.sorted,79,1713779391978,1713779430087,1713779398162,1713779439084,79,1713779386683
1713779442300,1713779386696,terasort-100g.sorted,80,1713779392128,1713779425151,1713779397719,1713779436363,80,1713779386683
1713779431950,1713779386696,terasort-100g.sorted,81,1713779393769,1713779422041,1713779397769,1713779428108,81,1713779386683
1713779439565,1713779386695,terasort-100g.sorted,82,1713779397050,1713779427399,1713779410344,1713779435436,82,1713779386683
1713779446897,1713779386697,terasort-100g.sorted,83,1713779392114,1713779429102,1713779397787,1713779438976,83,1713779386683
1713779445549,1713779386696,terasort-100g.sorted,84,1713779396272,1713779428754,1713779411155,1713779437553,84,1713779386683
1713779460262,1713779386696,terasort-100g.sorted,85,1713779398219,1713779444409,1713779400929,1713779455458,85,1713779386683
1713779454168,1713779386696,terasort-100g.sorted,86,1713779394727,1713779433878,1713779398255,1713779446571,86,1713779386683
1713779451836,1713779386697,terasort-100g.sorted,87,1713779396215,1713779437652,1713779411157,1713779447595,87,1713779386683
1713779451535,1713779386696,terasort-100g.sorted,88,1713779392175,1713779433100,1713779397681,1713779447776,88,1713779386683
1713779446181,1713779386698,terasort-100g.sorted,89,1713779395901,1713779428635,1713779412608,1713779438328,89,1713779386683
1713779446559,1713779386697,terasort-100g.sorted,90,1713779395690,1713779428627,1713779412603,1713779440334,90,1713779386683
1713779451643,1713779386697,terasort-100g.sorted,91,1713779392036,1713779437367,1713779397991,1713779447929,91,1713779386683
1713779453137,1713779386698,terasort-100g.sorted,92,1713779392086,1713779433075,1713779398018,1713779445280,92,1713779386683
1713779449191,1713779386698,terasort-100g.sorted,93,1713779395002,1713779434202,1713779411742,1713779444037,93,1713779386683
1713779460652,1713779386698,terasort-100g.sorted,94,1713779398670,1713779441666,1713779400952,1713779453565,94,1713779386683
1713779448323,1713779386698,terasort-100g.sorted,95,1713779394960,1713779431913,1713779398165,1713779443450,95,1713779386683
1713779426903,1713779386869,terasort-100g.sorted,96,1713779398210,1713779420460,1713779401542,1713779424182,96,1713779386683
1713779437139,1713779386871,terasort-100g.sorted,97,1713779397061,1713779423267,1713779407753,1713779431909,97,1713779386683
1713779437571,1713779386870,terasort-100g.sorted,98,1713779396873,1713779424393,1713779409786,1713779433263,98,1713779386683
1713779453470,1713779386870,terasort-100g.sorted,99,1713779394803,1713779435077,1713779397655,1713779447440,99,1713779386683
1713779460909,1713779386871,terasort-100g.sorted,100,1713779394831,1713779441413,1713779397581,1713779453638,100,1713779386683
1713779438039,1713779386870,terasort-100g.sorted,101,1713779398001,1713779424038,1713779401550,1713779433398,101,1713779386683
1713779443839,1713779386871,terasort-100g.sorted,102,1713779396139,1713779429773,1713779412467,1713779438464,102,1713779386683
1713779440892,1713779386872,terasort-100g.sorted,103,1713779393707,1713779426140,1713779395324,1713779435870,103,1713779386683
1713779441026,1713779386870,terasort-100g.sorted,104,1713779398176,1713779426759,1713779401539,1713779435975,104,1713779386683
1713779440942,1713779386870,terasort-100g.sorted,105,1713779397308,1713779426063,1713779402812,1713779435867,105,1713779386683
1713779444387,1713779386870,terasort-100g.sorted,106,1713779397871,1713779427388,1713779402261,1713779439097,106,1713779386683
1713779456283,1713779386872,terasort-100g.sorted,107,1713779396588,1713779433381,1713779410807,1713779447289,107,1713779386683
1713779444903,1713779386871,terasort-100g.sorted,108,1713779398683,1713779430007,1713779402092,1713779439322,108,1713779386683
1713779450498,1713779386872,terasort-100g.sorted,109,1713779396126,1713779429551,1713779412478,1713779443541,109,1713779386683
1713779454202,1713779386872,terasort-100g.sorted,110,1713779395004,1713779432194,1713779412457,1713779446177,110,1713779386683
1713779453337,1713779386872,terasort-100g.sorted,111,1713779397689,1713779440460,1713779402387,1713779449224,111,1713779386683
1713779440447,1713779386871,terasort-100g.sorted,112,1713779398285,1713779426811,1713779400509,1713779434458,112,1713779386683
1713779446665,1713779386872,terasort-100g.sorted,113,1713779399601,1713779428720,1713779402249,1713779441144,113,1713779386683
1713779451044,1713779386871,terasort-100g.sorted,114,1713779395600,1713779438371,1713779412264,1713779446661,114,1713779386683
1713779452384,1713779386873,terasort-100g.sorted,115,1713779397672,1713779440194,1713779402342,1713779448013,115,1713779386683
1713779450063,1713779386873,terasort-100g.sorted,116,1713779396710,1713779428093,1713779411080,1713779443312,116,1713779386683
1713779441609,1713779386873,terasort-100g.sorted,117,1713779397001,1713779426532,1713779409120,1713779436276,117,1713779386683
1713779444864,1713779386872,terasort-100g.sorted,118,1713779397787,1713779430724,1713779402262,1713779439982,118,1713779386683
1713779445121,1713779386872,terasort-100g.sorted,119,1713779399499,1713779429201,1713779402228,1713779439989,119,1713779386683
1713779443108,1713779386872,terasort-100g.sorted,120,1713779396738,1713779427871,1713779410766,1713779437739,120,1713779386683
1713779450033,1713779386873,terasort-100g.sorted,121,1713779396071,1713779431083,1713779412491,1713779443903,121,1713779386683
1713779449561,1713779386873,terasort-100g.sorted,122,1713779395864,1713779433116,1713779412433,1713779443494,122,1713779386683
1713779440788,1713779386873,terasort-100g.sorted,123,1713779395652,1713779429341,1713779412425,1713779436525,123,1713779386683
1713779441985,1713779386873,terasort-100g.sorted,124,1713779395263,1713779428497,1713779412443,1713779437206,124,1713779386683
1713779455577,1713779386873,terasort-100g.sorted,125,1713779396573,1713779433089,1713779410811,1713779447051,125,1713779386683
1713779452717,1713779386873,terasort-100g.sorted,126,1713779395975,1713779430792,1713779398177,1713779445298,126,1713779386683
1713779441096,1713779386873,terasort-100g.sorted,127,1713779396853,1713779428932,1713779410161,1713779436005,127,1713779386683
1713779444357,1713779386874,terasort-100g.sorted,128,1713779396760,1713779427781,1713779410241,1713779438083,128,1713779386683
1713779447123,1713779386875,terasort-100g.sorted,129,1713779395539,1713779430161,1713779412508,1713779441503,129,1713779386683
1713779445875,1713779386876,terasort-100g.sorted,130,1713779398448,1713779431399,1713779400568,1713779440446,130,1713779386683
1713779451289,1713779386874,terasort-100g.sorted,131,1713779395185,1713779431391,1713779397905,1713779445944,131,1713779386683
1713779441570,1713779386874,terasort-100g.sorted,132,1713779398762,1713779426808,1713779401097,1713779435854,132,1713779386683
1713779458395,1713779386875,terasort-100g.sorted,133,1713779396544,1713779442404,1713779410799,1713779451482,133,1713779386683
1713779452355,1713779386875,terasort-100g.sorted,134,1713779395574,1713779438277,1713779412503,1713779447657,134,1713779386683
1713779443675,1713779386875,terasort-100g.sorted,135,1713779396257,1713779428504,1713779412415,1713779438069,135,1713779386683
1713779445813,1713779386874,terasort-100g.sorted,136,1713779397975,1713779429353,1713779402145,1713779440281,136,1713779386683
1713779450112,1713779386876,terasort-100g.sorted,137,1713779397159,1713779434379,1713779403153,1713779445413,137,1713779386683
1713779441319,1713779386876,terasort-100g.sorted,138,1713779397323,1713779423648,1713779402541,1713779435177,138,1713779386683
1713779443486,1713779386877,terasort-100g.sorted,139,1713779397085,1713779427326,1713779405699,1713779437559,139,1713779386683
1713779443573,1713779386876,terasort-100g.sorted,140,1713779397897,1713779426866,1713779402187,1713779438006,140,1713779386683
1713779440730,1713779386877,terasort-100g.sorted,141,1713779395679,1713779427106,1713779412241,1713779436045,141,1713779386683
1713779433413,1713779386877,terasort-100g.sorted,142,1713779395829,1713779423096,1713779412498,1713779429743,142,1713779386683
1713779437330,1713779386877,terasort-100g.sorted,143,1713779396494,1713779424462,1713779411273,1713779432835,143,1713779386683
1713779456798,1713779386879,terasort-100g.sorted,144,1713779396177,1713779443338,1713779412223,1713779452574,144,1713779386683
1713779459135,1713779386877,terasort-100g.sorted,145,1713779396304,1713779446623,1713779412144,1713779454592,145,1713779386683
1713779443636,1713779386877,terasort-100g.sorted,146,1713779396479,1713779430468,1713779411225,1713779438992,146,1713779386683
1713779452826,1713779386877,terasort-100g.sorted,147,1713779398369,1713779439078,1713779400510,1713779447908,147,1713779386683
1713779452783,1713779386880,terasort-100g.sorted,148,1713779396527,1713779435632,1713779411096,1713779447440,148,1713779386683
1713779452589,1713779386878,terasort-100g.sorted,149,1713779392212,1713779428921,1713779393541,1713779443626,149,1713779386683
1713779449380,1713779386879,terasort-100g.sorted,150,1713779394109,1713779428072,1713779396259,1713779442431,150,1713779386683
1713779461635,1713779386879,terasort-100g.sorted,151,1713779397956,1713779448618,1713779402149,1713779456570,151,1713779386683
1713779450679,1713779386880,terasort-100g.sorted,152,1713779395923,1713779430472,1713779410835,1713779443894,152,1713779386683
1713779430810,1713779386879,terasort-100g.sorted,153,1713779398132,1713779421484,1713779402150,1713779427425,153,1713779386683
1713779436183,1713779386878,terasort-100g.sorted,154,1713779396327,1713779423896,1713779412394,1713779431794,154,1713779386683
1713779452306,1713779386879,terasort-100g.sorted,155,1713779398476,1713779439078,1713779400076,1713779447826,155,1713779386683
1713779441362,1713779386879,terasort-100g.sorted,156,1713779395880,1713779423485,1713779398163,1713779435276,156,1713779386683
1713779434784,1713779386879,terasort-100g.sorted,157,1713779396816,1713779423400,1713779410147,1713779430524,157,1713779386683
1713779445850,1713779386880,terasort-100g.sorted,158,1713779396987,1713779428559,1713779409138,1713779440786,158,1713779386683
1713779441765,1713779386880,terasort-100g.sorted,159,1713779392772,1713779427347,1713779393988,1713779436229,159,1713779386683
1713779439628,1713779386880,terasort-100g.sorted,160,1713779399743,1713779424169,1713779402166,1713779432672,160,1713779386683
1713779437700,1713779386878,terasort-100g.sorted,161,1713779397035,1713779424464,1713779409085,1713779432965,161,1713779386683
1713779441058,1713779386882,terasort-100g.sorted,162,1713779397143,1713779425652,1713779403132,1713779435068,162,1713779386683
1713779436893,1713779386882,terasort-100g.sorted,163,1713779398670,1713779425077,1713779401538,1713779432598,163,1713779386683
1713779453864,1713779386880,terasort-100g.sorted,164,1713779394291,1713779440459,1713779396664,1713779449109,164,1713779386683
1713779441543,1713779386880,terasort-100g.sorted,165,1713779394937,1713779425041,1713779397851,1713779435709,165,1713779386683
1713779460474,1713779386879,terasort-100g.sorted,166,1713779396377,1713779447554,1713779411872,1713779454678,166,1713779386683
1713779450175,1713779386880,terasort-100g.sorted,167,1713779397946,1713779428194,1713779402228,1713779441199,167,1713779386683
1713779447538,1713779386879,terasort-100g.sorted,168,1713779399689,1713779427863,1713779402298,1713779440982,168,1713779386683
1713779443958,1713779386880,terasort-100g.sorted,169,1713779395715,1713779429817,1713779412236,1713779438262,169,1713779386683
1713779443937,1713779386880,terasort-100g.sorted,170,1713779397092,1713779425856,1713779403121,1713779438259,170,1713779386683
1713779448264,1713779386880,terasort-100g.sorted,171,1713779397026,1713779429016,1713779409062,1713779441430,171,1713779386683
1713779446730,1713779386881,terasort-100g.sorted,172,1713779397074,1713779430108,1713779403935,1713779441143,172,1713779386683
1713779459005,1713779386881,terasort-100g.sorted,173,1713779397383,1713779445780,1713779402763,1713779454464,173,1713779386683
1713779438216,1713779386881,terasort-100g.sorted,174,1713779397257,1713779426438,1713779402778,1713779434264,174,1713779386683
1713779448919,1713779386881,terasort-100g.sorted,175,1713779398067,1713779432721,1713779401544,1713779443938,175,1713779386683
1713779454048,1713779386880,terasort-100g.sorted,176,1713779394844,1713779439259,1713779397579,1713779448966,176,1713779386683
1713779440488,1713779386881,terasort-100g.sorted,177,1713779397508,1713779427101,1713779402391,1713779435436,177,1713779386683
1713779443984,1713779386881,terasort-100g.sorted,178,1713779396150,1713779428151,1713779412423,1713779438111,178,1713779386683
1713779443597,1713779386881,terasort-100g.sorted,179,1713779398728,1713779427399,1713779402114,1713779438343,179,1713779386683
1713779442156,1713779386881,terasort-100g.sorted,180,1713779396277,1713779427697,1713779412168,1713779436435,180,1713779386683
1713779450420,1713779386882,terasort-100g.sorted,181,1713779397448,1713779429352,1713779402577,1713779442627,181,1713779386683
1713779449649,1713779386881,terasort-100g.sorted,182,1713779394632,1713779433563,1713779397199,1713779444233,182,1713779386683
1713779437200,1713779386882,terasort-100g.sorted,183,1713779399574,1713779423540,1713779402243,1713779432120,183,1713779386683
1713779440974,1713779386880,terasort-100g.sorted,184,1713779399659,1713779424079,1713779402263,1713779435066,184,1713779386683
1713779441795,1713779386882,terasort-100g.sorted,185,1713779392586,1713779423654,1713779393813,1713779435778,185,1713779386683
1713779441138,1713779386883,terasort-100g.sorted,186,1713779397542,1713779424067,1713779402515,1713779435148,186,1713779386683
1713779448728,1713779386882,terasort-100g.sorted,187,1713779397042,1713779431024,1713779408416,1713779440909,187,1713779386683
1713779445292,1713779386883,terasort-100g.sorted,188,1713779397756,1713779429006,1713779402228,1713779439387,188,1713779386683
1713779439536,1713779386882,terasort-100g.sorted,189,1713779398240,1713779426523,1713779400523,1713779434851,189,1713779386683
1713779443849,1713779386882,terasort-100g.sorted,190,1713779395760,1713779426607,1713779409819,1713779438007,190,1713779386683
1713779451653,1713779386882,terasort-100g.sorted,191,1713779396430,1713779437575,1713779411633,1713779447744,191,1713779386683
