end_fn,init_fn,key,part_number,post_download,post_shuffle,pre_shuffle,pre_upload,fn_id,host_submit
1713779318608,1713779262929,terasort-100g.sorted,119,1713779273076,1713779303096,1713779286272,1713779312297,119,1713779262769
1713779316000,1713779262925,terasort-100g.sorted,120,1713779272845,1713779302048,1713779287641,1713779311100,120,1713779262769
1713779321399,1713779262926,terasort-100g.sorted,121,1713779271335,1713779302348,1713779289197,1713779312933,121,1713779262769
1713779315148,1713779262927,terasort-100g.sorted,122,1713779274433,1713779302681,1713779276666,1713779310414,122,1713779262769
1713779314376,1713779262928,terasort-100g.sorted,123,1713779274152,1713779303431,1713779277846,1713779310362,123,1713779262769
1713779314945,1713779262927,terasort-100g.sorted,124,1713779273157,1713779301935,1713779285804,1713779310360,124,1713779262769
1713779329373,1713779262926,terasort-100g.sorted,125,1713779272757,1713779307060,1713779288229,1713779321669,125,1713779262769
1713779320538,1713779262927,terasort-100g.sorted,126,1713779270515,1713779301557,1713779273000,1713779312737,126,1713779262769
1713779317071,1713779262928,terasort-100g.sorted,127,1713779272449,1713779305483,1713779289196,1713779313101,127,1713779262769
1713779315899,1713779262926,terasort-100g.sorted,128,1713779274651,1713779301235,1713779276779,1713779310695,128,1713779262769
1713779319729,1713779262927,terasort-100g.sorted,129,1713779273726,1713779302849,1713779280116,1713779313852,129,1713779262769
1713779318040,1713779262929,terasort-100g.sorted,130,1713779271326,1713779304561,1713779288846,1713779313101,130,1713779262769
1713779326311,1713779262928,terasort-100g.sorted,131,1713779274884,1713779306756,1713779277188,1713779320091,131,1713779262769
1713779318564,1713779262926,terasort-100g.sorted,132,1713779273425,1713779301648,1713779282257,1713779311338,132,1713779262769
1713779321253,1713779262928,terasort-100g.sorted,133,1713779274264,1713779305602,1713779277724,1713779316194,133,1713779262769
1713779333788,1713779262927,terasort-100g.sorted,134,1713779274277,1713779321056,1713779277680,1713779329011,134,1713779262769
1713779318391,1713779262928,terasort-100g.sorted,135,1713779272150,1713779303918,1713779289069,1713779313159,135,1713779262769
1713779323644,1713779262927,terasort-100g.sorted,136,1713779273309,1713779305785,1713779283593,1713779316026,136,1713779262769
1713779332110,1713779262928,terasort-100g.sorted,137,1713779274037,1713779320242,1713779278051,1713779327589,137,1713779262769
1713779326339,1713779262928,terasort-100g.sorted,138,1713779272891,1713779306989,1713779287622,1713779318389,138,1713779262769
1713779332140,1713779262928,terasort-100g.sorted,139,1713779270973,1713779318321,1713779273643,1713779327855,139,1713779262769
1713779329216,1713779262928,terasort-100g.sorted,140,1713779274902,1713779312323,1713779277217,1713779323089,140,1713779262769
1713779324506,1713779262929,terasort-100g.sorted,141,1713779274319,1713779308607,1713779277436,1713779317843,141,1713779262769
1713779310390,1713779262929,terasort-100g.sorted,142,1713779274784,1713779299130,1713779277369,1713779305393,142,1713779262769
1713779326641,1713779262928,terasort-100g.sorted,143,1713779274328,1713779310293,1713779277191,1713779319662,143,1713779262769
1713779320164,1713779262929,terasort-100g.sorted,144,1713779272565,1713779303486,1713779289180,1713779314449,144,1713779262769
1713779328037,1713779262929,terasort-100g.sorted,145,1713779274844,1713779311790,1713779277215,1713779322697,145,1713779262769
1713779313006,1713779262929,terasort-100g.sorted,146,1713779273786,1713779301263,1713779278727,1713779308599,146,1713779262769
1713779319982,1713779262932,terasort-100g.sorted,147,1713779271996,1713779305145,1713779289247,1713779314749,147,1713779262769
1713779324097,1713779262933,terasort-100g.sorted,148,1713779272304,1713779304202,1713779289323,1713779317016,148,1713779262769
1713779322491,1713779262933,terasort-100g.sorted,149,1713779273767,1713779304015,1713779279060,1713779316853,149,1713779262769
1713779326672,1713779262933,terasort-100g.sorted,150,1713779272354,1713779306883,1713779289187,1713779320487,150,1713779262769
1713779332513,1713779262935,terasort-100g.sorted,151,1713779272519,1713779309692,1713779289059,1713779323444,151,1713779262769
1713779324181,1713779262935,terasort-100g.sorted,152,1713779274534,1713779306266,1713779276613,1713779318479,152,1713779262769
1713779311324,1713779262936,terasort-100g.sorted,153,1713779273506,1713779299428,1713779280816,1713779305904,153,1713779262769
1713779330319,1713779262936,terasort-100g.sorted,154,1713779274172,1713779318633,1713779277883,1713779326128,154,1713779262769
1713779317805,1713779262936,terasort-100g.sorted,155,1713779271527,1713779303165,1713779274390,1713779312609,155,1713779262769
1713779328517,1713779262936,terasort-100g.sorted,156,1713779273280,1713779311912,1713779284494,1713779323707,156,1713779262769
1713779334031,1713779262936,terasort-100g.sorted,157,1713779275184,1713779325463,1713779277418,1713779330306,157,1713779262769
1713779331074,1713779262936,terasort-100g.sorted,158,1713779272283,1713779317687,1713779289353,1713779326385,158,1713779262769
1713779320400,1713779262936,terasort-100g.sorted,159,1713779273499,1713779305850,1713779281712,1713779315285,159,1713779262769
1713779330290,1713779262936,terasort-100g.sorted,160,1713779272681,1713779317158,1713779288845,1713779326212,160,1713779262769
1713779312916,1713779262936,terasort-100g.sorted,161,1713779271390,1713779299971,1713779274433,1713779308302,161,1713779262769
1713779314253,1713779262937,terasort-100g.sorted,162,1713779269769,1713779300172,1713779271309,1713779309359,162,1713779262769
1713779312657,1713779262937,terasort-100g.sorted,163,1713779271494,1713779301225,1713779274275,1713779308628,163,1713779262769
1713779328419,1713779262937,terasort-100g.sorted,164,1713779273776,1713779307577,1713779278732,1713779320657,164,1713779262769
1713779321583,1713779262937,terasort-100g.sorted,165,1713779272021,1713779304007,1713779289218,1713779316351,165,1713779262769
1713779335389,1713779262937,terasort-100g.sorted,166,1713779271807,1713779322159,1713779274381,1713779330424,166,1713779262769
1713779319433,1713779262939,terasort-100g.sorted,167,1713779273439,1713779300846,1713779282109,1713779313180,167,1713779262769
1713779329952,1713779262937,terasort-100g.sorted,168,1713779273914,1713779313368,1713779278218,1713779324557,168,1713779262769
1713779314863,1713779262938,terasort-100g.sorted,169,1713779272881,1713779301385,1713779287634,1713779309431,169,1713779262769
1713779326717,1713779262938,terasort-100g.sorted,170,1713779273272,1713779307465,1713779284848,1713779320637,170,1713779262769
1713779320448,1713779262937,terasort-100g.sorted,171,1713779273254,1713779303305,1713779285409,1713779314714,171,1713779262769
1713779325829,1713779262938,terasort-100g.sorted,172,1713779270539,1713779307184,1713779273059,1713779318172,172,1713779262769
1713779323562,1713779262938,terasort-100g.sorted,173,1713779274299,1713779304856,1713779277569,1713779317241,173,1713779262769
1713779314473,1713779262938,terasort-100g.sorted,174,1713779273454,1713779302592,1713779281991,1713779309978,174,1713779262769
1713779332813,1713779262938,terasort-100g.sorted,175,1713779269969,1713779323754,1713779271585,1713779329286,175,1713779262769
1713779329098,1713779262937,terasort-100g.sorted,176,1713779272065,1713779307308,1713779289169,1713779319634,176,1713779262769
1713779318745,1713779262937,terasort-100g.sorted,177,1713779273472,1713779305583,1713779281511,1713779313998,177,1713779262769
1713779319055,1713779262937,terasort-100g.sorted,178,1713779274290,1713779304534,1713779277488,1713779314166,178,1713779262769
1713779321225,1713779262939,terasort-100g.sorted,179,1713779270468,1713779303620,1713779272913,1713779314286,179,1713779262769
1713779324656,1713779262939,terasort-100g.sorted,180,1713779272631,1713779308127,1713779288799,1713779317659,180,1713779262769
1713779326278,1713779262939,terasort-100g.sorted,181,1713779273012,1713779307812,1713779287089,1713779320910,181,1713779262769
1713779331233,1713779262939,terasort-100g.sorted,182,1713779272997,1713779320951,1713779287095,1713779327659,182,1713779262769
1713779323145,1713779262939,terasort-100g.sorted,183,1713779271259,1713779306277,1713779289244,1713779316200,183,1713779262769
1713779330678,1713779262938,terasort-100g.sorted,184,1713779274927,1713779315193,1713779277028,1713779325790,184,1713779262769
1713779334602,1713779262937,terasort-100g.sorted,185,1713779273988,1713779321955,1713779278230,1713779330296,185,1713779262769
1713779321071,1713779262938,terasort-100g.sorted,186,1713779270918,1713779304158,1713779274368,1713779314861,186,1713779262769
1713779329664,1713779262939,terasort-100g.sorted,187,1713779270902,1713779317399,1713779289175,1713779325317,187,1713779262769
1713779333823,1713779262938,terasort-100g.sorted,188,1713779272734,1713779318833,1713779288874,1713779327590,188,1713779262769
1713779327146,1713779262939,terasort-100g.sorted,189,1713779270615,1713779314030,1713779272932,1713779322879,189,1713779262769
1713779324856,1713779262939,terasort-100g.sorted,190,1713779274803,1713779307540,1713779277225,1713779319057,190,1713779262769
1713779331481,1713779262939,terasort-100g.sorted,191,1713779273853,1713779316223,1713779278727,1713779324547,191,1713779262769
