fn_id,host_submit_reduce,init_fn_reduce,post_download_reduce,pre_upload_reduce,end_fn_reduce,finished
44,1714053935461,1714053945133,1714053964244,1714053974809,1714053982087,1714054008528
45,1714053935461,1714053945719,1714053965294,1714053974403,1714053983706,1714054008528
46,1714053935461,1714053945559,1714053967501,1714053979701,1714053990975,1714054008528
47,1714053935461,1714053948747,1714053970053,1714053981052,1714053986363,1714054008528
48,1714053935461,1714053948467,1714053968148,1714053975621,1714053983063,1714054008528
49,1714053935461,1714053949438,1714053974563,1714053980704,1714053987287,1714054008528
50,1714053935461,1714053947916,1714053969280,1714053980344,1714053986976,1714054008528
51,1714053935461,1714053948744,1714053977654,1714053986237,1714053993895,1714054008528
52,1714053935461,1714053949045,1714053977553,1714053987951,1714053997156,1714054008528
53,1714053935461,1714053948195,1714053975301,1714053983726,1714053989583,1714054008528
54,1714053935461,1714053948127,1714053968946,1714053977166,1714053983117,1714054008528
55,1714053935461,1714053949794,1714053976822,1714053984449,1714053989683,1714054008528
56,1714053935461,1714053947911,1714053970760,1714053982426,1714053990335,1714054008528
57,1714053935461,1714053947642,1714053968802,1714053977914,1714053983701,1714054008528
58,1714053935461,1714053948464,1714053969898,1714053980569,1714053986349,1714054008528
59,1714053935461,1714053949232,1714053978015,1714053987961,1714053993508,1714054008528
60,1714053935461,1714053946595,1714053965334,1714053971946,1714053977646,1714054008528
61,1714053935461,1714053947584,1714053967108,1714053975207,1714053984614,1714054008528
62,1714053935461,1714053949810,1714053978113,1714053986113,1714053990972,1714054008528
63,1714053935461,1714053946359,1714053966295,1714053975621,1714053982560,1714054008528
64,1714053935461,1714053947110,1714053969080,1714053982259,1714053987889,1714054008528
65,1714053935461,1714053947361,1714053968625,1714053978130,1714053985915,1714054008528
66,1714053935461,1714053947107,1714053966377,1714053974281,1714053980759,1714054008528
67,1714053935461,1714053949428,1714053976206,1714053984316,1714053990751,1714054008528
68,1714053935461,1714053950152,1714053978868,1714053987896,1714053993617,1714054008528
69,1714053935461,1714053946971,1714053967438,1714053977784,1714053986977,1714054008528
70,1714053935461,1714053946488,1714053968437,1714053981703,1714053990467,1714054008528
71,1714053935461,1714053949228,1714053977904,1714053987428,1714053992702,1714054008528
72,1714053935461,1714053946192,1714053965985,1714053975482,1714053985450,1714054008528
73,1714053935461,1714053946976,1714053967142,1714053976006,1714053982896,1714054008528
74,1714053935461,1714053951637,1714053979605,1714053989106,1714053995926,1714054008528
75,1714053935461,1714053951602,1714053979782,1714053990258,1714053996707,1714054008528
76,1714053935461,1714053951940,1714053979865,1714053989174,1714053995031,1714054008528
77,1714053935461,1714053950813,1714053978610,1714053988354,1714053994278,1714054008528
78,1714053935461,1714053951811,1714053979768,1714053989198,1714053996005,1714054008528
79,1714053935461,1714053952088,1714053979632,1714053987275,1714053994658,1714054008528
80,1714053935461,1714053951811,1714053979327,1714053986627,1714053993971,1714054008528
81,1714053935461,1714053950333,1714053979609,1714053989006,1714053996005,1714054008528
82,1714053935461,1714053950984,1714053979243,1714053987920,1714053993055,1714054008528
83,1714053935461,1714053950526,1714053981133,1714053990281,1714054000796,1714054008528
84,1714053935461,1714053951171,1714053980893,1714053986645,1714053992814,1714054008528
85,1714053935461,1714053950164,1714053977023,1714053983707,1714053988913,1714054008528
86,1714053935461,1714053950690,1714053974848,1714053985016,1714053990402,1714054008528
87,1714053935461,1714053952990,1714053979548,1714053986128,1714053992702,1714054008528
88,1714053935461,1714053952415,1714053980391,1714053989621,1714053995868,1714054008528
89,1714053935461,1714053953556,1714053980683,1714053989986,1714053996246,1714054008528
90,1714053935461,1714053953402,1714053981345,1714053989879,1714053998266,1714054008528
91,1714053935461,1714053953239,1714053980884,1714053990364,1714053998926,1714054008528
92,1714053935461,1714053952255,1714053979405,1714053986932,1714053994472,1714054008528
93,1714053935461,1714053952564,1714053979567,1714053987358,1714053992551,1714054008528
94,1714053935461,1714053952731,1714053980343,1714053987648,1714053992767,1714054008528
95,1714053935461,1714053953738,1714053981251,1714053988226,1714053992852,1714054008528
96,1714053935461,1714053943388,1714053958116,1714053966185,1714053973002,1714054008528
97,1714053935461,1714053942772,1714053956796,1714053966926,1714053974871,1714054008528
98,1714053935461,1714053940851,1714053954132,1714053961891,1714053968214,1714054008528
99,1714053935461,1714053941219,1714053954759,1714053966153,1714053975147,1714054008528
100,1714053935461,1714053942661,1714053956043,1714053963136,1714053975684,1714054008528
101,1714053935461,1714053943112,1714053957068,1714053966150,1714053975334,1714054008528
102,1714053935461,1714053942660,1714053956460,1714053964470,1714053972012,1714054008528
103,1714053935461,1714053943196,1714053958005,1714053968448,1714053976990,1714054008528
104,1714053935461,1714053940958,1714053954583,1714053966110,1714053977187,1714054008528
105,1714053935461,1714053943311,1714053958281,1714053969630,1714053981540,1714054008528
106,1714053935461,1714053940651,1714053953838,1714053961695,1714053968386,1714054008528
107,1714053935461,1714053945817,1714053963427,1714053972232,1714053979122,1714054008528
108,1714053935461,1714053940462,1714053953822,1714053962022,1714053974120,1714054008528
109,1714053935461,1714053943580,1714053959588,1714053968492,1714053976748,1714054008528
110,1714053935461,1714053941306,1714053954645,1714053964589,1714053972029,1714054008528
111,1714053935461,1714053942912,1714053957665,1714053968239,1714053976281,1714054008528
112,1714053935461,1714053941530,1714053955313,1714053965651,1714053973963,1714054008528
113,1714053935461,1714053944408,1714053960152,1714053969116,1714053976972,1714054008528
114,1714053935461,1714053940374,1714053953718,1714053963219,1714053970278,1714054008528
115,1714053935461,1714053945672,1714053963493,1714053976769,1714053984609,1714054008528
116,1714053935461,1714053940721,1714053953947,1714053962800,1714053970654,1714054008528
117,1714053935461,1714053944513,1714053960513,1714053969721,1714053978013,1714054008528
118,1714053935461,1714053940272,1714053953316,1714053960848,1714053967984,1714054008528
119,1714053935461,1714053943684,1714053960167,1714053970831,1714053978559,1714054008528
120,1714053935461,1714053945302,1714053962815,1714053971934,1714053983468,1714054008528
121,1714053935461,1714053945137,1714053961693,1714053971461,1714053978749,1714054008528
122,1714053935461,1714053944938,1714053963916,1714053979531,1714053988130,1714054008528
123,1714053935461,1714053944222,1714053959834,1714053968236,1714053976364,1714054008528
124,1714053935461,1714053945083,1714053961714,1714053972273,1714053980729,1714054008528
125,1714053935461,1714053944010,1714053958762,1714053967712,1714053974573,1714054008528
126,1714053935461,1714053943882,1714053958467,1714053965271,1714053971223,1714054008528
127,1714053935461,1714053944725,1714053960464,1714053968346,1714053976341,1714054008528
128,1714053935461,1714053944259,1714053960250,1714053968321,1714053975711,1714054008528
129,1714053935461,1714053945600,1714053963348,1714053972005,1714053979163,1714054008528
130,1714053935461,1714053944966,1714053961845,1714053970772,1714053977790,1714054008528
131,1714053935461,1714053947083,1714053965242,1714053972496,1714053978414,1714054008528
132,1714053935461,1714053946043,1714053964915,1714053977106,1714053984323,1714054008528
133,1714053935461,1714053946047,1714053964208,1714053975343,1714053983875,1714054008528
134,1714053935461,1714053946466,1714053967306,1714053980449,1714053991813,1714054008528
135,1714053935461,1714053946937,1714053966346,1714053977842,1714053985280,1714054008528
136,1714053935461,1714053946754,1714053966561,1714053977888,1714053985095,1714054008528
137,1714053935461,1714053946477,1714053966542,1714053979836,1714053988179,1714054008528
138,1714053935461,1714053946637,1714053966634,1714053977669,1714053985215,1714054008528
139,1714053935461,1714053946463,1714053965716,1714053975080,1714053984790,1714054008528
140,1714053935461,1714053947299,1714053966437,1714053974823,1714053981422,1714054008528
141,1714053935461,1714053947185,1714053967076,1714053978129,1714053988634,1714054008528
142,1714053935461,1714053947422,1714053966196,1714053975289,1714053982096,1714054008528
143,1714053935461,1714053948028,1714053969830,1714053982500,1714053992060,1714054008528
144,1714053935461,1714053948140,1714053967765,1714053977076,1714053984476,1714054008528
145,1714053935461,1714053947581,1714053968702,1714053980753,1714053987289,1714054008528
146,1714053935461,1714053947787,1714053966555,1714053977057,1714053985761,1714054008528
147,1714053935461,1714053947891,1714053965897,1714053972559,1714053978009,1714054008528
148,1714053935461,1714053948310,1714053968413,1714053976941,1714053983052,1714054008528
149,1714053935461,1714053949283,1714053976730,1714053986501,1714053999556,1714054008528
150,1714053935461,1714053948664,1714053970472,1714053979475,1714053987871,1714054008528
151,1714053935461,1714053949152,1714053971175,1714053982633,1714053991223,1714054008528
152,1714053935461,1714053949476,1714053974178,1714053986196,1714053996495,1714054008528
153,1714053935461,1714053948482,1714053970284,1714053982034,1714053988685,1714054008528
154,1714053935461,1714053948982,1714053972419,1714053986739,1714053998412,1714054008528
155,1714053935461,1714053948338,1714053973559,1714053984010,1714053989082,1714054008528
156,1714053935461,1714053949618,1714053971234,1714053981191,1714053987564,1714054008528
157,1714053935461,1714053948921,1714053969007,1714053977238,1714053983397,1714054008528
158,1714053935461,1714053949827,1714053969833,1714053980695,1714053987377,1714054008528
159,1714053935461,1714053950270,1714053976474,1714053984636,1714053991870,1714054008528
160,1714053935461,1714053949815,1714053972046,1714053980987,1714053986797,1714054008528
161,1714053935461,1714053950424,1714053977001,1714053983200,1714053987795,1714054008528
162,1714053935461,1714053950908,1714053977551,1714053984692,1714053989169,1714054008528
163,1714053935461,1714053950823,1714053978039,1714053985204,1714053992417,1714054008528
164,1714053935461,1714053950524,1714053976777,1714053982807,1714053987147,1714054008528
165,1714053935461,1714053951008,1714053979689,1714053989815,1714053996058,1714054008528
166,1714053935461,1714053950131,1714053972749,1714053983109,1714053988520,1714054008528
167,1714053935461,1714053949988,1714053972462,1714053981121,1714053988752,1714054008528
168,1714053935461,1714053951868,1714053978197,1714053987788,1714053994317,1714054008528
169,1714053935461,1714053951554,1714053979565,1714053989475,1714053996016,1714054008528
170,1714053935461,1714053952462,1714053979147,1714053986621,1714053991194,1714054008528
171,1714053935461,1714053952041,1714053977943,1714053987542,1714053992655,1714054008528
172,1714053935461,1714053951783,1714053979094,1714053985558,1714053992094,1714054008528
173,1714053935461,1714053952185,1714053977697,1714053986043,1714053993788,1714054008528
174,1714053935461,1714053951229,1714053981297,1714053991558,1714053998659,1714054008528
175,1714053935461,1714053952308,1714053978778,1714053986329,1714053991398,1714054008528
176,1714053935461,1714053952681,1714053979595,1714053989955,1714054001863,1714054008528
177,1714053935461,1714053951304,1714053980637,1714053987635,1714053992278,1714054008528
178,1714053935461,1714053952557,1714053978599,1714053985009,1714053991062,1714054008528
179,1714053935461,1714053953581,1714053978637,1714053986997,1714053992659,1714054008528
180,1714053935461,1714053953251,1714053979791,1714053989123,1714053996173,1714054008528
181,1714053935461,1714053953916,1714053980012,1714053987566,1714053995418,1714054008528
182,1714053935461,1714053953728,1714053980134,1714053986965,1714053993863,1714054008528
183,1714053935461,1714053954341,1714053980843,1714053989533,1714053994270,1714054008528
184,1714053935461,1714053953439,1714053981848,1714053989063,1714053993871,1714054008528
185,1714053935461,1714053953043,1714053979632,1714053989003,1714053994951,1714054008528
186,1714053935461,1714053954715,1714053979628,1714053985958,1714053990066,1714054008528
187,1714053935461,1714053955210,1714053980285,1714053989404,1714053994942,1714054008528
188,1714053935461,1714053954083,1714053977699,1714053984699,1714053991806,1714054008528
189,1714053935461,1714053952833,1714053979388,1714053986740,1714053992384,1714054008528
190,1714053935461,1714053954987,1714053982176,1714053992842,1714054004623,1714054008528
191,1714053935461,1714053954474,1714053980788,1714053989754,1714053994216,1714054008528
