host_job_create_tstamp ,host_job_serialize_time ,func_data_size_bytes ,func_module_size_bytes ,host_func_upload_time ,host_data_upload_time ,host_job_created_time ,host_status_done_tstamp ,host_status_query_count ,worker_start_tstamp ,host_submit_tstamp ,worker_cold_start ,worker_peak_memory_start ,worker_func_start_tstamp ,worker_func_end_tstamp ,worker_func_exec_time ,func_result_size ,worker_result_upload_time ,worker_peak_memory_end ,worker_end_tstamp  ,worker_exec_time ,host_result_done_tstamp ,host_result_query_count,hostname
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3040397,1,1700642958.3213575,1700642956.5267124,True              ,65806336.0,1700642958.428929,1700642963.4313984,5.00246906,5.0,0.0,66908160.0,1700642963.4342575,5.11290026,1700642966.4862769,0,4
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.2247796,1,1700642958.6024864,1700642956.527387,True              ,65732608.0,1700642958.693216,1700642963.6954775,5.00226164,5.0,0.0,66695168.0,1700642963.699313,5.09682655,1700642966.484708,0,9
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.510581,1,1700642959.0093873,1700642956.528763,True              ,65720320.0,1700642959.0875812,1700642964.0910866,5.00350547,5.0,0.0,66826240.0,1700642964.093981,5.08459377,1700642966.418428,0,9
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.397247,1,1700642958.417998,1700642956.5321424,True              ,65806336.0,1700642958.591523,1700642963.5932746,5.00175166,5.0,0.0,66863104.0,1700642963.5969338,5.17893577,1700642966.486786,0,19
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.5261486,1,1700642958.449044,1700642956.532957,True              ,65826816.0,1700642958.5287876,1700642963.5304658,5.00167823,5.0,0.0,67047424.0,1700642963.5338552,5.08481121,1700642966.420956,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4011142,1,1700642958.4939744,1700642956.5353055,True              ,65605632.0,1700642958.5805197,1700642963.584478,5.00395823,5.0,0.0,66785280.0,1700642963.5875125,5.09353781,1700642966.4904137,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.5417526,1,1700642958.8373983,1700642956.5357296,True              ,65777664.0,1700642958.9041271,1700642963.9060593,5.00193214,5.0,0.0,66809856.0,1700642963.9102032,5.07280469,1700642966.415659,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4117756,1,1700642958.9978108,1700642956.5368986,True              ,65810432.0,1700642959.089895,1700642964.0901344,5.00023937,5.0,0.0,66924544.0,1700642964.0930302,5.09521937,1700642966.4897668,0,12
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.5604858,1,1700642958.8220515,1700642956.538874,True              ,65802240.0,1700642958.912325,1700642963.9144688,5.00214386,5.0,0.0,66859008.0,1700642963.9176042,5.09555268,1700642966.4200563,0,5
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3511364,1,1700642958.4773438,1700642956.5401688,True              ,65826816.0,1700642958.5760262,1700642963.5775893,5.00156307,5.0,0.0,66990080.0,1700642963.580698,5.10335422,1700642966.4886549,0,19
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.5748537,1,1700642958.3978467,1700642956.540903,True              ,65699840.0,1700642958.47608,1700642963.4789214,5.00284147,5.0,0.0,66699264.0,1700642963.481984,5.0841372,1700642966.4253604,0,6
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.5924397,1,1700642958.824664,1700642956.5414944,True              ,65609728.0,1700642958.8847916,1700642963.88756,5.00276828,5.0,0.0,66789376.0,1700642963.8915362,5.06687212,1700642966.4227033,0,15
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4551065,1,1700642959.71092,1700642956.5431666,True              ,65826816.0,1700642959.7846315,1700642964.7874708,5.00283933,5.0,0.0,66990080.0,1700642964.7907274,5.07980752,1700642966.4908533,0,14
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.6095195,1,1700642959.3028507,1700642956.5438,True              ,65806336.0,1700642959.4365623,1700642964.4378982,5.00133562,5.0,0.0,66920448.0,1700642964.4410937,5.13824296,1700642966.424672,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.422569,1,1700642959.2891743,1700642956.545731,True              ,65814528.0,1700642959.4852903,1700642964.487471,5.00218105,5.0,0.0,66924544.0,1700642964.4903488,5.2011745,1700642966.498176,0,12
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.6264715,1,1700642958.931121,1700642956.547043,True              ,65732608.0,1700642958.995564,1700642963.9994688,5.00390482,5.0,0.0,66732032.0,1700642964.002363,5.07124162,1700642966.4262526,0,11
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1554053,1,1700642960.3175445,1700642956.5495725,True              ,65830912.0,1700642960.4655387,1700642965.4705894,5.00505066,5.0,0.0,66994176.0,1700642965.4735966,5.15605211,1700642967.548491,0,5
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.6432793,1,1700642959.0852554,1700642956.5501704,True              ,65925120.0,1700642959.19059,1700642964.195396,5.00480604,5.0,0.0,66883584.0,1700642964.1984546,5.11319923,1700642966.4311757,0,19
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4270887,1,1700642959.2385757,1700642956.5509715,True              ,65736704.0,1700642959.341715,1700642964.3459024,5.00418735,5.0,0.0,66727936.0,1700642964.350021,5.11144519,1700642966.5019412,0,8
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.6609864,1,1700642959.1997924,1700642956.552204,True              ,65810432.0,1700642959.3292427,1700642964.3337164,5.00447369,5.0,0.0,66920448.0,1700642964.3370612,5.13726878,1700642966.4257188,0,6
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.6821735,1,1700642958.9310098,1700642956.5528889,True              ,65609728.0,1700642959.0271776,1700642964.029586,5.0024085,5.0,0.0,66789376.0,1700642964.0330467,5.10203695,1700642966.4535086,0,6
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3589325,1,1700642959.7281945,1700642956.5540986,True              ,65810432.0,1700642959.8279195,1700642964.8304515,5.00253201,5.0,0.0,66981888.0,1700642964.833898,5.10570359,1700642966.498675,0,10
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.696252,1,1700642959.300524,1700642956.5545118,True              ,65806336.0,1700642959.3721266,1700642964.373723,5.00159645,5.0,0.0,66920448.0,1700642964.377664,5.07714009,1700642966.4290996,0,11
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.714306,1,1700642959.9908102,1700642956.555581,True              ,65732608.0,1700642960.0957632,1700642965.0984454,5.00268221,5.0,0.0,66695168.0,1700642965.1017191,5.11090899,1700642966.4370053,0,10
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3814108,1,1700642959.7769578,1700642956.5562532,True              ,65814528.0,1700642959.893581,1700642964.8953934,5.00181246,5.0,0.0,66924544.0,1700642964.8983276,5.12136984,1700642966.4927344,0,15
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1563766,1,1700642960.5782042,1700642956.5577557,True              ,65818624.0,1700642960.716951,1700642965.7184489,5.00149798,5.0,0.0,67031040.0,1700642965.7219622,5.14375806,1700642967.5544002,0,17
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.7313433,1,1700642959.1628866,1700642956.5580804,True              ,65732608.0,1700642959.317663,1700642964.3190713,5.00140834,5.0,0.0,66695168.0,1700642964.321855,5.15896845,1700642966.4621732,0,17
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3732984,1,1700642959.7172742,1700642956.559272,True              ,65814528.0,1700642959.8014762,1700642964.8034678,5.00199151,5.0,0.0,66924544.0,1700642964.8062527,5.08897853,1700642966.4935071,0,16
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.7457156,1,1700642959.23429,1700642956.5600307,True              ,65613824.0,1700642959.3210344,1700642964.3224669,5.00143242,5.0,0.0,66883584.0,1700642964.325693,5.09140277,1700642966.428705,0,15
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.7633224,1,1700642959.780904,1700642956.5603406,True              ,65826816.0,1700642959.8581448,1700642964.862442,5.00429726,5.0,0.0,67047424.0,1700642964.8658693,5.08496523,1700642966.4329474,0,4
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3887155,1,1700642959.97693,1700642956.5606878,True              ,65728512.0,1700642960.0388646,1700642965.0389595,5.00009489,5.0,0.0,66691072.0,1700642965.0416784,5.06474829,1700642966.4999893,0,14
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.7789688,1,1700642959.709525,1700642956.562207,True              ,65658880.0,1700642959.7923875,1700642964.7937143,5.0013268,5.0,0.0,66846720.0,1700642964.796979,5.0874536,1700642966.4620378,0,13
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4051957,1,1700642959.551705,1700642956.5644207,True              ,65810432.0,1700642959.6258583,1700642964.6298926,5.00403404,5.0,0.0,66924544.0,1700642964.6331868,5.08148193,1700642966.501226,0,14
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.795345,1,1700642959.6701486,1700642956.5652454,True              ,65732608.0,1700642959.7589974,1700642964.764056,5.00505853,5.0,0.0,66732032.0,1700642964.766828,5.09667945,1700642966.4617586,0,2
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.8243113,1,1700642958.8322167,1700642956.566167,True              ,65826816.0,1700642958.939178,1700642963.9412622,5.00208426,5.0,0.0,67047424.0,1700642963.944057,5.11184025,1700642966.4603364,0,7
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1572895,1,1700642960.3081348,1700642956.5674884,True              ,65818624.0,1700642960.5036829,1700642965.5065403,5.00285745,5.0,0.0,67031040.0,1700642965.5103924,5.20225763,1700642967.546486,0,16
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.296178,1,1700642959.6171637,1700642956.5680938,True              ,65736704.0,1700642959.7026772,1700642964.707065,5.00438809,5.0,0.0,66736128.0,1700642964.7099352,5.09277153,1700642966.5066135,0,9
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3931131,1,1700642960.0616214,1700642956.5701635,True              ,65810432.0,1700642960.1401348,1700642965.1434746,5.00333977,5.0,0.0,66924544.0,1700642965.1462564,5.08463502,1700642966.505739,0,13
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.8407726,1,1700642959.3308694,1700642956.5704858,True              ,65785856.0,1700642959.4602818,1700642964.4609315,5.00064969,5.0,0.0,66818048.0,1700642964.4637964,5.13292694,1700642966.4648516,0,4
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.8622231,1,1700642959.8119917,1700642956.570758,True              ,65662976.0,1700642959.9328177,1700642964.9378774,5.00505972,5.0,0.0,66850816.0,1700642964.940822,5.12883067,1700642966.4627342,0,1
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.364531,1,1700642958.4350734,1700642956.5710814,True              ,65736704.0,1700642958.593451,1700642963.5972698,5.00381875,5.0,0.0,66736128.0,1700642963.6001792,5.16510582,1700642966.5038967,0,2
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.878264,1,1700642958.517215,1700642956.571413,True              ,65822720.0,1700642958.6134377,1700642963.6179,5.00446224,5.0,0.0,67035136.0,1700642963.6214738,5.10425878,1700642966.4624891,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.8970647,1,1700642958.4832554,1700642956.5721033,True              ,65789952.0,1700642958.5861237,1700642963.5909262,5.00480247,5.0,0.0,66822144.0,1700642963.5944915,5.1112361,1700642966.463967,0,1
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.154435,1,1700642960.1848297,1700642956.5747924,True              ,65806336.0,1700642960.310152,1700642965.3152094,5.00505733,5.0,0.0,66920448.0,1700642965.318046,5.13321638,1700642967.562052,0,2
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.9156086,1,1700642959.5071287,1700642956.5753376,True              ,65830912.0,1700642959.596565,1700642964.6015818,5.0050168,5.0,0.0,66994176.0,1700642964.604547,5.09741831,1700642966.4667516,0,17
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1590557,1,1700642960.4898767,1700642956.5761583,True              ,65708032.0,1700642960.5605464,1700642965.5633924,5.002846,5.0,0.0,66813952.0,1700642965.5662098,5.07633305,1700642967.5665815,0,11
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3483,1,1700642959.8590786,1700642956.5765004,True              ,65810432.0,1700642959.9582098,1700642964.95947,5.00126028,5.0,0.0,66924544.0,1700642964.9625278,5.10344911,1700642966.5054753,0,2
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642965.9103515,1,1700642959.3034403,1700642956.5773585,True              ,65830912.0,1700642959.3713815,1700642964.375756,5.0043745,5.0,0.0,66994176.0,1700642964.378621,5.07518077,1700642966.4661553,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.0595093,1,1700642959.18557,1700642956.577646,True              ,65736704.0,1700642959.3140209,1700642964.3145244,5.00050354,5.0,0.0,66736128.0,1700642964.3179588,5.13238883,1700642966.4662995,0,17
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.036364,1,1700642958.811166,1700642956.578021,True              ,65732608.0,1700642958.899156,1700642963.904213,5.0050571,5.0,0.0,66695168.0,1700642963.9070902,5.09592414,1700642966.4672215,0,15
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.0325716,1,1700642959.560134,1700642956.5783567,True              ,65609728.0,1700642959.626355,1700642964.631066,5.00471115,5.0,0.0,66789376.0,1700642964.6339447,5.07381082,1700642966.4664702,0,14
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.1769292,1,1700642959.8053186,1700642956.5788734,True              ,65605632.0,1700642959.872656,1700642964.8772752,5.00461936,5.0,0.0,66785280.0,1700642964.8805003,5.07518172,1700642966.5073245,0,14
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.0594196,1,1700642959.6349618,1700642956.5795465,True              ,65830912.0,1700642959.7114782,1700642964.7165322,5.005054,5.0,0.0,66994176.0,1700642964.719483,5.08452082,1700642966.4669485,0,13
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.2210093,1,1700642959.6308217,1700642956.5812998,True              ,65806336.0,1700642959.7237482,1700642964.726925,5.00317669,5.0,0.0,66920448.0,1700642964.729766,5.09894443,1700642966.5099363,0,17
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1582377,1,1700642960.3804853,1700642956.581682,True              ,65810432.0,1700642960.465459,1700642965.470518,5.00505877,5.0,0.0,66924544.0,1700642965.473607,5.09312177,1700642967.5600717,0,16
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.160129,1,1700642960.2141812,1700642956.5820253,True              ,65826816.0,1700642960.3336546,1700642965.3378098,5.00415516,5.0,0.0,67047424.0,1700642965.3410676,5.12688637,1700642967.5499277,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.1914303,1,1700642960.0829756,1700642956.5828707,True              ,65810432.0,1700642960.2079215,1700642965.2099822,5.00206041,5.0,0.0,66924544.0,1700642965.2131362,5.13016057,1700642966.5138376,0,11
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4304285,1,1700642960.10954,1700642956.5832863,True              ,65728512.0,1700642960.1883776,1700642965.193451,5.00507331,5.0,0.0,66658304.0,1700642965.1967778,5.08723783,1700642966.5180752,0,1
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.2112937,1,1700642960.5458727,1700642956.5836062,True              ,65802240.0,1700642960.6174889,1700642965.6193929,5.00190401,5.0,0.0,66859008.0,1700642965.6223855,5.07651305,1700642967.557705,0,11
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.454262,1,1700642960.0190625,1700642956.584381,True              ,65806336.0,1700642960.09348,1700642965.097972,5.00449204,5.0,0.0,66920448.0,1700642965.101436,5.08237362,1700642966.5123875,0,9
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.186175,1,1700642960.1785872,1700642956.584699,True              ,65732608.0,1700642960.2940168,1700642965.2972674,5.0032506,5.0,0.0,66695168.0,1700642965.3000174,5.12143016,1700642967.5513058,0,7
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.424037,1,1700642958.8146496,1700642956.586064,True              ,65617920.0,1700642958.932458,1700642963.9339004,5.00144243,5.0,0.0,66887680.0,1700642963.9373724,5.12272286,1700642966.508088,0,16
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1691976,1,1700642960.2273018,1700642956.5863914,True              ,65806336.0,1700642960.31658,1700642965.3177173,5.00113726,5.0,0.0,66863104.0,1700642965.321976,5.09467411,1700642967.5633776,0,12
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1712592,1,1700642960.2657845,1700642956.5868282,True              ,65728512.0,1700642960.3537602,1700642965.3588188,5.00505853,5.0,0.0,66691072.0,1700642965.3617785,5.09599376,1700642967.5531511,0,6
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.2212095,1,1700642958.6346817,1700642956.590232,True              ,65732608.0,1700642958.7308729,1700642963.7350671,5.00419426,5.0,0.0,66695168.0,1700642963.737849,5.1031673,1700642966.5107253,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.180509,1,1700642960.768525,1700642956.594623,True              ,65806336.0,1700642960.837196,1700642965.8393934,5.00219727,5.0,0.0,66920448.0,1700642965.8420255,5.07350063,1700642967.5542042,0,13
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.2106922,1,1700642959.9298084,1700642956.5959475,True              ,65814528.0,1700642959.9998014,1700642965.0030663,5.00326514,5.0,0.0,66985984.0,1700642965.0058398,5.07603145,1700642966.5175855,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1737928,1,1700642960.726519,1700642956.5998304,True              ,65822720.0,1700642960.8253975,1700642965.830454,5.00505638,5.0,0.0,67035136.0,1700642965.8332455,5.10672641,1700642967.5570042,0,10
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.4392233,1,1700642959.644876,1700642956.6007874,True              ,65814528.0,1700642959.711468,1700642964.713269,5.00180101,5.0,0.0,66985984.0,1700642964.7160878,5.07121181,1700642966.5165374,0,0
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.18984,1,1700642961.00931,1700642956.6027248,True              ,65732608.0,1700642961.0627034,1700642966.0677538,5.00505042,5.0,0.0,66695168.0,1700642966.070475,5.06116533,1700642967.5700169,0,0
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.185311,1,1700642960.7634273,1700642956.6032894,True              ,65662976.0,1700642960.8316047,1700642965.8367336,5.00512886,5.0,0.0,66850816.0,1700642965.840072,5.07664466,1700642967.5606768,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.23362,1,1700642958.8860064,1700642956.6041694,True              ,65826816.0,1700642958.96031,1700642963.9633992,5.00308919,5.0,0.0,66990080.0,1700642963.9668508,5.0808444,1700642966.5146823,0,7
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.186591,1,1700642960.582611,1700642956.6047845,True              ,65892352.0,1700642960.6685658,1700642965.6732652,5.00469947,5.0,0.0,66850816.0,1700642965.6765077,5.09389663,1700642967.562888,0,15
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.195721,1,1700642961.7540307,1700642956.6060295,True              ,65925120.0,1700642961.8061943,1700642966.807475,5.00128055,5.0,0.0,66883584.0,1700642966.8103654,5.05633473,1700642967.5654497,0,14
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1825664,1,1700642960.2186403,1700642956.6064372,True              ,65802240.0,1700642960.2771933,1700642965.2812688,5.00407553,5.0,0.0,66818048.0,1700642965.2841015,5.06546116,1700642967.5678391,0,17
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.27476,1,1700642959.891117,1700642956.606732,True              ,65810432.0,1700642960.0391717,1700642965.0417886,5.00261688,5.0,0.0,66924544.0,1700642965.0450966,5.1539793,1700642966.5203648,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.2782962,1,1700642960.0699449,1700642956.6073377,True              ,65617920.0,1700642960.1517136,1700642965.1544638,5.00275016,5.0,0.0,66887680.0,1700642965.1575732,5.08762836,1700642966.5220194,0,19
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.2001605,1,1700642960.9145937,1700642956.6080554,True              ,65658880.0,1700642961.0009174,1700642966.0057137,5.00479627,5.0,0.0,66838528.0,1700642966.008954,5.09436059,1700642967.5720556,0,5
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1885257,1,1700642960.5919845,1700642956.6085367,True              ,65822720.0,1700642960.7042978,1700642965.707476,5.00317812,5.0,0.0,67043328.0,1700642965.7102473,5.11826301,1700642967.5696106,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3183048,1,1700642958.760637,1700642956.6097934,True              ,65609728.0,1700642958.905943,1700642963.9109206,5.00497794,5.0,0.0,66789376.0,1700642963.913923,5.15328598,1700642966.5212507,0,15
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.2969909,1,1700642958.745372,1700642956.6104052,True              ,65789952.0,1700642958.9349344,1700642963.9375827,5.00264835,5.0,0.0,66822144.0,1700642963.9405482,5.19517612,1700642966.5281355,0,2
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.2035267,1,1700642961.144819,1700642956.6107342,True              ,65720320.0,1700642961.2517724,1700642966.255475,5.00370264,5.0,0.0,66826240.0,1700642966.258212,5.11339283,1700642967.5718,0,13
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3330045,1,1700642959.8628285,1700642956.6113544,True              ,65789952.0,1700642960.0337222,1700642965.034918,5.00119591,5.0,0.0,66822144.0,1700642965.037913,5.17508483,1700642966.5284688,0,13
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.2039332,1,1700642960.8918965,1700642956.612061,True              ,65609728.0,1700642960.994491,1700642965.9994006,5.00490952,5.0,0.0,66789376.0,1700642966.0029378,5.11104131,1700642967.5713935,0,3
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1935525,1,1700642960.7701037,1700642956.6123776,True              ,65925120.0,1700642960.8261957,1700642965.827395,5.00119948,5.0,0.0,66883584.0,1700642965.8303945,5.06029058,1700642967.572925,0,10
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.222397,1,1700642960.7366433,1700642956.6137862,True              ,65761280.0,1700642960.8306744,1700642965.8332658,5.00259137,5.0,0.0,66818048.0,1700642965.8359573,5.09931397,1700642967.5865598,0,0
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.2026362,1,1700642960.6068072,1700642956.6149218,True              ,65658880.0,1700642960.6854868,1700642965.6899643,5.0044775,5.0,0.0,66846720.0,1700642965.6932025,5.08639526,1700642967.5818317,0,19
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642966.3027904,1,1700642959.22711,1700642956.6154778,True              ,65806336.0,1700642959.2904177,1700642964.2954772,5.00505948,5.0,0.0,66863104.0,1700642964.29856,5.07145023,1700642966.5252025,0,18
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.2011297,1,1700642960.4690924,1700642956.615989,True              ,65732608.0,1700642960.588071,1700642965.5898955,5.00182462,5.0,0.0,66691072.0,1700642965.5931633,5.12407088,1700642967.57721,0,6
1700642956.4532125,0.041698,10304,752,0.021398,0,0.065229,1700642967.1993344,1,1700642960.2383597,1700642956.6163146,True              ,65720320.0,1700642960.323043,1700642965.3258958,5.00285244,5.0,0.0,66826240.0,1700642965.3291895,5.09083009,1700642967.6117709,0,2
